,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
20090721,33207.93,31321.576,30316.133,29835.118,29715.137,30394.176,32987.237,38812.325,45646.349,48922.044,50111.44,50546.411,48115.134,47982.198,49091.113,49328.064,49352.276,47740.482,45413.009,43004.005,42418.998,42375.894,39561.582,36671.333
20090722,33823.331,31935.578,30847.714,30332.826,30353.334,30943.425,33621.458,39739.159,45564.738,48659.729,49715.726,50137.42,47749.683,47620.371,48679.095,48967.494,48906.772,47240.824,44944.664,43424.904,42725.087,42865.032,39998.552,37119.834
20090723,34111.224,32156.36,31034.491,30501.3,30441.249,31119.52,33765.558,39905.006,45800.859,49016.29,50077.223,50511.856,48143.858,48042.067,49134.065,49375.485,49293.046,47676.786,45440.013,43772.591,43157.654,43277.484,40410.915,37539.448
20090724,34140.724,32203.684,31008.997,30499.178,30515.807,31022.686,33671.785,39690.147,45459.428,48626.341,49743.949,50140.483,47828.492,47494.996,48334.203,48392.469,48238.484,46723.538,44724.08,43074.235,42435.949,42441.829,39654.77,36832.603
20090725,33495.196,31502.777,30212.484,29473.955,29096.557,28854.615,29151.389,32698.937,36278.295,38896.934,39759.133,39647.467,38484.851,36905.435,36266.647,36120.957,36358.121,36710.749,36929.961,36864.681,36513.364,36835.37,34905.81,32736.569
20090726,30168.337,28475.139,27206.784,26542.595,26177.672,25783.899,25107.322,26389.955,28211.117,30135.125,31238.604,31736.209,31839.759,31154.843,30742.356,30328.975,30374.533,30717.296,31410.358,32079.931,33196.266,34785.283,33451.294,31298.171
20090727,29099.521,27392.665,26475.955,26225.184,26427.612,27633.266,30929.216,37100.601,43328.906,46461.032,47565.262,48081.002,45958.995,46276.312,47500.098,47713.428,47747.81,46086.936,43763.148,42243.315,41624.711,41704.524,38637.658,35704.65
20090728,32721.282,30847.361,29784.78,29269.031,29132.443,29888.756,32582.034,38565.157,44621.626,47872.458,48949.296,49380.127,47042.468,47005.175,48202.511,48436.82,48462.244,46838.664,44578.31,42942.976,42293.96,42255.877,39365.023,36301.644
20090729,33647.551,31660.271,30436.232,29795.988,29746.25,30438.074,33010.751,38924.056,44985.327,48283.73,49396.389,50028.457,47746.983,47753.241,48836.675,49063.861,49028.597,47401.098,45181.66,43530.688,42929.092,43039.321,40058.218,36919.47
20090730,34021.583,31874.542,30708.183,30018.605,29846.097,30586.23,33120.867,38903.959,44883.508,48254.496,49377.985,49801.218,47684.465,47612.53,48690.004,48898.766,48821.968,47273.272,45218.222,43533.226,42851.594,42973.306,40075.035,36899.472
20090731,32938.467,31084.761,29944.674,29484.919,29391.167,29994.998,32302.669,38068.923,43867.5,47086.435,48166.533,48567.816,46350.804,45953.032,46657.172,46735.377,46652.995,45238.076,43355.769,41701.058,40693.976,40878.914,38203.288,35393.244
20090801,31767.111,29805.342,28371.31,27436.006,26993.944,26969.578,27047.955,30011.889,33526.071,36209.775,37085.328,37299.093,36989.401,35910.209,35462.063,35177.519,35468.38,35871.648,36123.031,36194.02,36218.846,36215.899,34137.609,31948.982
20090802,29349.893,27480.599,26153.796,25406.169,24908.122,24569.399,23819.084,25204.559,27067.131,28933.617,29981.603,30637.507,31261.919,30866.043,30698.703,30374.443,30279.607,30568.255,31165.759,31892.559,33342.785,34484.228,33164.91,31118.571
20090803,28474.844,26623.424,25489.091,24806.934,24705.478,25479.674,27514.637,32057.288,37441.369,40440.747,41678.008,42425.156,41824.978,41858.97,42339.719,42334.882,42369.19,41468.438,40102.996,39172.25,38875.561,38764.241,36126.273,33272.219
20090804,30149.568,28208.527,27046.677,26311.817,26079.632,26703.54,28378.75,32881.793,38145.364,41383.065,42639.386,43313.771,42634.02,42386.877,42912.85,42977.818,43043.827,42174.523,40781.621,39814.88,39484.39,39181.701,36611.986,33672.195
20090805,30711.302,28795.709,27590.993,26841.723,26679.126,27082.433,28785.489,33220.962,38330.31,41507.223,42693.579,43339.092,42721.484,42324.624,42747.898,42748.058,42777.713,41836.632,40539.339,39461.56,39151.912,38649.897,36093.232,33285.036
20090806,30430.767,28518.99,27480.166,26748.027,26497.931,27062.197,28540.624,32778.416,37773.029,40830.377,42038.472,42711.688,42185.542,41784.425,42181.446,42247.661,42236.722,41458.643,40250.439,39268.423,39113.904,38732.156,36175.648,33395.759
20090807,30515.553,28605.156,27425.342,26670.613,26412.602,26966.741,28383.533,32310.427,36863.921,39919.963,41087.071,41682.288,41249.927,40645.843,40638.606,40490.471,40336.792,39709.174,38699.697,37766.408,37517.909,36977.44,34462.038,31795.742
20090808,29058.121,27232.542,25960.789,25079.811,24712.422,24715.381,24845.063,26970.302,30015.025,32399.906,33107.678,33274.735,33307.541,32333.796,31892.92,31674.085,31886.513,32206.537,32390.247,32597.534,33126.031,32828.2,30874.683,28805.204
20090809,26363.842,24723.651,23570.79,22924.435,22556.009,22456.041,21706.82,22866.89,24595.971,26225.521,27038.979,27433.964,27806.346,27196.43,26883.258,26614.763,26614.566,26917.773,27454.066,28223.57,30039.652,30630.4,29083.292,27278.384
20090810,24915.369,23408.795,22437.925,22065.897,21919.289,22347.531,22969.163,26208.392,29531.499,31802.585,32677.651,33139.408,33354.27,33025.287,32978.025,32947.123,33158.876,33120.489,32903.394,32812.764,33256.632,32961.97,30693.006,28309.196
20090811,25808.547,24198.672,23374.411,22752.62,22591.157,23037.134,23869.934,26517.861,29825.98,32170.402,33061.782,33547.838,33679.47,33210.991,33122.587,33088.101,33302.704,33311.832,33113.752,33125.783,33966.297,33243.399,30921.891,28557.049
20090812,25942.791,24329.282,23319.19,22689.712,22498.596,22957.873,23840.398,26542.186,29879.745,32267.937,33170.797,33689.941,33878.819,33404.301,33331.875,33244.286,33420.649,33440.694,33279.169,33270.997,34115.341,33366.777,31104.327,28759.897
20090813,26225.447,24555.489,23509.858,22822.485,22625.767,23032.885,23843.43,26581.875,29783.521,32186.616,33085.027,33593.988,33836.875,33340.47,33197.594,33069.03,33203.721,33271.789,33144.977,33123.497,33940.735,33130.667,30796.105,28469.083
20090814,25892.817,24246.613,23172.004,22499.082,22276.175,22652.272,23330.919,25903.1,29120.697,31350.487,32277.425,32773.904,33005.148,32455.013,32276.849,32102.968,32247.093,32317.392,32185.709,32256.697,33120.447,32331.219,30086.71,27783.906
20090815,24545.213,23052.512,22050.93,21361.915,21082.75,21093.829,20910.167,21991.88,24180.879,25948.802,26602.5,26895.036,27244.944,26657.338,26284.183,25953.405,25980.548,26310.951,26773.608,27512.511,29258.656,28860.429,27163.956,25427.655
20090816,23664.785,22241.674,21299.05,20711.036,20496.291,20595.954,20196.283,21132.264,23094.856,24841.476,25580.644,25869.875,26246.792,25651.081,25331.607,25035.662,25055.215,25405.386,26036.304,26970.763,29092.478,28906.066,27239.272,25488.325
20090817,23114.442,21716.727,21029.218,20500.148,20441.026,21276.675,22605.32,25537.695,29370.494,31496.356,32350.822,32759.115,32883.567,32591.84,32624.967,32637.621,32832.005,32748.114,32455.787,32489.779,33544.843,32599.02,30067.756,27724.685
20090818,25200.128,23684.526,22754.542,22314.384,22188.334,22661.262,23921.142,26970.716,30665.572,33137.482,34061.209,34550.555,34432.251,33874.386,33829.936,33888.309,34134.309,33991.981,33608.548,33529.736,34523.919,33332.845,30787.882,28354.311
20090819,25625.003,24074.405,23114.938,22561.244,22411.847,23106.163,24357.366,27384.438,31121.181,33632.115,34530.894,35000.778,34868.592,34336.993,34324.829,34302.667,34487.185,34376.657,33978.725,33887.961,34900.853,33673.346,31166.936,28700.22
20090820,25840.167,24260.054,23503.253,22922.647,22769.766,23455.237,24606.873,27615.2,31343.647,33895.177,34832.021,35281.523,35185.219,34640.082,34616.627,34618.62,34869.045,34771.881,34373.999,34231.55,35127.656,34008.831,31494.598,29039.146
20090821,26957.474,25204.89,24163.22,23525.956,23435.023,23949.519,25216.571,28196.048,31953.956,34597.743,35663.488,36231.299,36219.33,35602.24,35530.11,35409.719,35542.22,35384.477,35008.241,34920.044,35855.708,34454.419,31953.612,29541.52
20090822,26937.327,25333.524,24246.9,23489.433,23256.656,23580.842,23979.87,25856.026,28722.596,31027.13,31876.433,32100.255,32086.517,31232.446,30833.254,30606.745,30853.231,31250.727,31573.718,32006.435,33259.995,31933.139,29811.874,27796.399
20090823,25769.439,24186.643,23066.918,22469.787,22116.282,22136.426,21893.14,22497.119,24449.127,26205.515,27100.66,27526.527,27791.298,27128.742,26819.33,26497.234,26441.343,26760.185,27356.582,28551.689,31103.538,30760.622,29129.296,27272.675
20090824,25202.371,23676.941,22805.775,22254.718,22330.906,23468.678,26090.861,30095.251,35256.851,38166.871,39282.727,39810.004,38947.772,38858,39453.161,39654.091,39847.516,39052.499,37786.197,37525.517,38563.586,36801.128,33807.622,31167.884
20090825,28465.9,26875.412,25939.153,25342.716,25307.965,26233.087,28487.458,32505.079,37612.377,40502.189,41564.444,41980.258,40701.182,40373.917,40973.659,41077.164,41262.648,40333.216,38869.362,38525.529,39513.868,37492.394,34486.609,31715.971
20090826,29159.833,27578.346,26578.285,26043.818,25896.403,26855.756,29209.535,33319.209,38458.275,41422.67,42459.152,42864.499,41508.899,41047.708,41660.734,41738.033,41755.879,40782.311,39345.209,39053.104,40037.169,37929.998,34813.327,32139.78
20090827,29176.329,27543.202,26562.681,26006.213,25908.535,26824.633,29277.443,33356.745,38320.793,41162.2,42258.082,42682.725,41272.687,40810.314,41467.662,41610.333,41694.782,40716.711,39238.299,38931.411,40085.268,37999.786,34951.354,32274.894
20090828,29833.594,28159.486,27096.976,26455.097,26339.628,27181.794,29672.951,33709.606,38598.468,41500.26,42640.466,43083.901,41697.833,41180.278,41660.187,41765.104,41767.214,40897.196,39543.751,39361.599,40472.611,38249.283,35254.845,32614.306
20090829,30063.362,28340.381,27196.279,26416.252,26103.818,26292.456,27036.019,29245.764,32591.626,35179.484,35980.959,35997.83,35378.358,34101.797,33580.197,33379.768,33738.949,34199.219,34481.808,35281.982,36543.28,34651.76,32413.055,30300.094
20090830,27940.172,26209.9,25023.818,24385.345,24073.312,24179.179,24215.7,24665.649,26628.725,28523.956,29527.769,30093.037,30386.95,29483.412,29163.908,28907.709,28914.095,29221.013,29798.354,31286.436,33710.246,32875.156,31175.316,29091.879
20090831,26928.483,25454.106,24830.136,24465.113,24691.88,26017.436,29523.997,34983.861,40706.139,43591.87,44685.929,45151.891,43087.394,43240.421,44400.113,44791.964,44857.708,43409.171,41627.347,41531.581,41837.385,39768.068,36458.738,33556.652
20090901,31236.452,29633.629,28714.646,28458.34,28467.933,29525.146,32657.123,37718.69,43678.629,46618.834,47534.206,47894.254,45299.014,45021.453,46156.354,46513.045,46602.863,45005.555,42787.102,42562.629,43133.883,40798.853,37389.413,34455.515
20090902,31689.898,29936.982,29003.366,28742.997,28716.368,29700.423,32787.647,37892.626,43779.925,46796.285,47628.585,47851.373,45311.533,45099.031,46280.688,46620.364,46717.806,45234.912,43007.563,42589.158,43413.558,41092.519,37754.955,34876.657
20090903,32133.89,30363.408,29391.767,29052.684,29067.392,30149.289,33265.325,38398.406,44304.827,47322.024,48307.129,48608.596,45997.353,45785.477,47051.55,47363.349,47388.746,45790.29,43579.91,43153.127,43879.95,41481.095,38059.26,35126.033
20090904,32325.133,30625.227,29647.486,29341.831,29341.597,30338.557,33572.417,38629.311,44324.514,47323.963,48256.422,48523.569,46029.989,45670.218,46695.313,46876.68,46833.625,45321.707,43352.027,43288.255,43752.388,41270.494,37973.566,35114.518
20090905,31905.195,30152.782,28968.59,28449.262,28093.833,28182.303,29001.99,31567.408,35226.484,37833.037,38619.456,38533.727,37232.628,35635.414,35069.166,34875.95,35137.828,35445.252,35729.076,36989.156,37460.667,35517.631,33310.934,31130.697
20090906,28730.976,27082.542,25910.967,25265.399,24978.552,24921.154,24884.422,25633.26,27676.214,29637.835,30844.532,31439.413,31432.789,30475.621,30164.301,29839.601,29722.544,29935.99,30447.667,32171.912,34048.573,33278.002,31525.43,29615.293
20090907,27548.095,26057.305,25463.146,25232.899,25510.073,26825.208,30873.985,36211.32,42135.448,44847.397,45716.016,46118.561,43750.488,44133.161,45500.908,45713.334,45740.125,44005.71,41889.031,41873.678,42426.431,40087.368,36515.591,33610.393
20090908,31187.321,29618.28,28753.736,28453.63,28476.944,29502.893,32842.214,37962.586,43763.678,46576.016,47486.483,47797.352,45152.072,45056.694,46529.867,46892.673,46934.313,45217.774,43098.907,43222.875,43502.429,40952.817,37427.406,34327.929
20090909,31728.657,30067.581,29221.637,29030.082,29042.109,29855.002,33161.42,38373.925,44030.447,46797.243,47782.017,48080.366,45453.46,45386.84,46729.798,47079.321,47091.37,45436.044,43361.931,43621.504,43890.967,41384.943,37868.134,34814.547
20090910,31886.289,30262.064,29432.206,29024.83,29007.452,30014.465,33283.256,38443.059,44007.501,46792.567,47724.334,48071.691,45411.023,45258.16,46613.783,46959.785,46964.702,45284.196,43189.752,43362.127,43738.844,41293.563,37817.026,34823.84
20090911,31985.222,30312.148,29542.204,29124.07,29139.154,30096.244,33750.203,38892.098,44287.765,46995.957,47846.442,48152.905,45425.037,44893.689,45851.899,46022.596,45895.878,44398.181,42720.183,43373.24,43091.133,40391.554,37055.74,34181.339
20090912,31294.043,29667.584,28642.667,28047.731,27797.537,27902.862,29161.952,31903.15,35337.168,37668.365,38247.933,37918.176,36296.717,34478.513,33826.411,33638.075,33879.383,34209.35,34811.543,36895.808,36607.306,34549.357,32332.701,30234.253
20090913,28177.129,26516.126,25393.897,24809.099,24628.274,24608.736,24750.751,25201.501,27179.913,29329.681,30515.842,30996.065,30763.653,29468.857,28959.065,28653.39,28527.192,28768.103,29560.086,32043.876,33366.638,32504.957,30773.067,28866.321
20090914,26813.086,25420.434,24845.209,24679.5,25005.323,26509.544,30952.016,36455.812,41978.245,44380.907,45065.794,45234.869,42540.084,42767.826,44175.916,44458.23,44349.796,42748.366,40981.474,41926.896,41955.969,39493.097,35900.322,32996.388
20090915,30489.673,29003.355,28289.603,27934.385,28033.745,29052.714,32737.489,37954.681,43486.02,45871.893,46517.229,46623.891,43785.877,43584.22,44950.796,45247.497,45221.98,43668.051,41867.694,42560.381,42530.351,39964.037,36452.092,33351.769
20090916,30596.087,29078.336,28346.629,28013.946,28065.242,28969.142,32707.149,38014.74,43505.461,45855.116,46471.415,46594.439,43680.687,43518.744,44850.356,45139.881,45044.287,43498.33,41831.587,42675.189,42544.881,40000.515,36537.383,33453.419
20090917,30784.952,29338.65,28554.786,28202.141,28326.869,29242.735,33098.397,38325.572,43865.128,46223.295,46830.16,47015.196,44143.009,43815.94,45085.744,45409.833,45301.569,43725.289,42084.294,42790.88,42568.186,40016.745,36532.545,33499.215
20090918,30931.563,29521.69,28783.629,28359.071,28453.586,29353.595,33058.282,38338.82,43452.847,45886.187,46575.735,46708.529,43837.48,43299.575,44307.872,44411.15,44220.876,42801.565,41391.106,42344.838,41843.658,39323.031,36073.275,33172.915
20090919,30700.081,29160.869,28166.507,27579.018,27332.036,27394.073,28736.525,31320.712,34538.088,36758.496,37248.935,36940.697,35330.356,33604.78,32986.534,32809.814,32952.225,33227.306,33899.979,36226.872,35947.2,34000.425,31846.547,29685.857
20090920,27450.516,25856.939,24772.442,24269.746,24065.465,23966.718,24270.718,24677.398,26737.569,28904.897,30046.65,30522.325,30261.914,28962.683,28462.357,28210.033,28121.565,28435.952,29291.769,31788.484,33031.195,32161.055,30355.981,28410.655
20090921,26293.504,24999.658,24474.32,24258.758,24599.307,25969.646,30646.108,36271.028,41574.95,43767.79,44357.894,44499.578,41773.58,41916.267,43354.64,43668.948,43575.435,42004.26,40432.471,42029.099,41519.998,39071.469,35484.661,32571.278
20090922,30009.453,28598.996,27851.101,27558.221,27705.05,28618.988,32556.064,37897.061,43060.78,45291.173,45786.584,45835.599,42940.699,42741.614,44091.469,44388.843,44306.062,42756.817,41269.411,42811.577,42049.78,39599.293,36085.352,32851.507
20090923,30319.065,28943.915,28166.088,27878.428,27899.218,28799.047,32666.244,38075.898,43187.151,45420.845,45871.046,45908.587,42931.429,42725.834,44038.548,44333.644,44234,42690.978,41332.567,42913.493,42114.368,39639.03,36188.624,32981.276
20090924,30358.221,29075.115,28199.121,27899.809,28015.234,29059.643,32853.015,38246.076,43369.338,45592.003,46013.492,46030.03,43035.476,42741.626,44084.662,44396.792,44232.328,42722.373,41343.436,42898.148,42112.515,39633.989,36127.204,33003.455
20090925,30360.218,29039.653,28173.945,27757.966,27936.929,28892.881,32826.042,38242.801,43115.392,45330.392,45766.677,45770.61,42830.702,42354.171,43466.093,43658.603,43444.077,42104.868,41033.417,42798.608,41736.457,39270.137,35921.558,32857.921
20090926,30305.327,28893.706,27854.871,27296.796,27086.72,27145.429,28656.972,31569.72,34667.791,36776.063,37098.527,36658.505,35032.979,33358.724,32839.215,32713.23,32897.942,33211.509,34181.827,36953.077,35925.692,33846.074,31651.017,29581.816
20090927,27379.002,25681.173,24711.572,24147.838,23987.128,23951.351,24520.032,24930.396,26867.313,29042.694,30059.082,30475.746,30220.086,28973.807,28467.656,28211.239,28003.455,28208.822,29281.482,32578.834,33147.444,32184.765,30362.183,28210.515
20090928,26335.065,25071.385,24473.398,24317.097,24665.265,26103.916,30825.389,36485.585,41820.473,43946.169,44456.072,44465.559,41812.308,41941.911,43333.305,43654.779,43520.12,41981.525,40750.438,42531.922,41738.035,39178.513,35655.965,32708.031
20090929,30246.265,28787.124,27947.044,27672.469,27815.326,28816.623,32788.864,38246.187,43318.891,45498.548,46007.535,46069.27,43111.36,42912.903,44309.993,44621.243,44521.707,43010.953,41870.9,43479.865,42408.708,39833.322,36236.121,33047.773
20090930,30454.937,29063.772,28243.313,28021.449,28047.936,28910.487,32711.734,38123.957,43083.692,45303.14,45782.967,45819.955,42804.984,42587.93,43965.567,44341.836,44242.359,42716.075,41430.177,43110.785,42325.675,39828.674,36283.911,33126.999
20091001,30253.633,28771.355,27986.443,27661.239,27855.27,29096.464,33153.271,38932.843,43741.54,45570.994,45871.411,45822.727,42796.194,42529.392,43933.62,44373.651,44308.645,43229.587,42797.019,44088.948,42309.937,39663.899,35931.083,32797.453
20091002,30242.853,28679.107,27886.012,27593.384,27723.892,28914.481,33083.406,38725.834,43393.495,45300.064,45523.862,45404.656,42437.572,41991.905,43202.674,43533.051,43446.739,42469.563,42413.366,43612.457,41735.164,39064.655,35657.763,32516.388
20091003,29961.365,28495.008,27558.918,27072.261,26879.357,27176.565,28872.951,31981.049,35023.202,37093.47,37287.393,36763.18,35078.265,33449.367,32919.79,32768.396,32894.035,33189.335,34904.983,37739.837,36120.249,34011.721,31674.858,29540.482
20091004,27330.327,25585.937,24551.516,24130.021,23882.027,23983.249,24466.055,24673.696,26621.903,29025.211,30044.6,30346.203,30136.967,28918.459,28206.621,27911.154,27736.136,28134.769,30389.801,33610.966,33570.023,32697.55,30747.947,27952.722
20091005,26026.161,24800.68,24202.76,24085.944,24435.615,26060.636,31214.15,37153.999,42094.613,43912.309,44216.4,44211.57,41537.348,41639.453,43015.608,43274.331,43210.31,42409.668,42203.993,43920.145,42325.63,39646.706,35842.854,32636.593
20091006,29899.524,28363.917,27509.175,27257.06,27412.097,28569.047,32981.338,38872.355,43852.573,45731.349,46009.016,45894.815,42959.854,42731.55,44162.751,44541.652,44549.47,43679.438,43387.693,44610.737,42657.1,40001.793,36244.199,32876.313
20091007,30061.386,28633.03,27812.193,27544.396,27623.768,28775.535,33088.684,39016.349,43942.764,45715.034,45949.231,45809.663,42792.174,42609.93,43929.684,44232.219,44175.848,43279.936,43235.6,44645.67,42675.869,39974.743,36156.413,32898.354
20091008,30147.698,28615.353,27828.586,27569.201,27776.754,28898.15,33152.498,39171.164,43914.907,45786.174,45946.563,45879.317,42881.893,42540.609,43891.105,44150.011,44060.191,43024.214,42965.168,44581.419,42466.302,39867.228,36001.284,32735.928
20091009,30291.894,28744.771,27916.62,27453.877,27461.433,28551.015,32681.642,38358.126,43282.468,45255.175,45452.223,45326.999,42375.912,41844.16,43012.361,43173.986,43009.888,41957.301,42044.431,43737.702,41669.141,39053.511,35520.383,32488.019
20091010,29419.657,27815.612,26885.646,26382.284,26231.252,26577.315,28637.76,31759.5,35001.623,36906.684,36989.311,36427.058,34822.235,33101.065,32547.226,32448.652,32651.351,33169.411,35314.913,38063.812,36119.434,33735.964,31308.379,29115.361
20091011,27066.016,25358.744,24563.088,23931.089,23729.605,23803.844,24618.717,25078.047,26796.152,29086.531,30096.029,30369.511,30252.209,28965.147,28231.899,27977.951,27828.904,28251.551,30759.443,33923.919,33649.424,32644.945,30727.709,27979.497
20091012,25868.809,24637.848,24135.584,24004.34,24362.361,26037.818,31101.305,37298.964,42086.418,43807.111,44097.077,44015.666,41438.8,41482.136,42922.74,43286.995,43239.503,42483.587,42830.624,44014.923,42192.069,39383.083,35637.378,32451.196
20091013,29754.151,28273.907,27473.714,27235.542,27429.833,28686.87,33116.127,39329.782,43842.675,45526.602,45752.137,45585.195,42703.573,42422.342,43806.027,44115.392,44062.958,43179.612,43725.863,44794.213,42805.219,39990.692,36092.202,32625.519
20091014,30280.104,28795.291,28018.833,27705.907,27817.485,28950.382,33260.565,39105.527,44240.497,46186.389,46378.641,46214.614,43174.011,42915.255,44298.424,44826.014,45096.651,44947.766,44933.38,45248.819,43001.546,40175.658,36307.338,32985.08
20091015,30357.645,28870.15,28111.25,27842.577,28000.814,29185.255,33561.371,39458.266,44446.112,46421.099,46672.613,46535.489,43412.997,43024.726,44452.26,44997.726,45257.936,45107.227,45075.928,45320.706,43032.225,40296.134,36494.894,33262.518
20091016,30398.045,28865.99,28024.152,27747.879,27938.646,29139.066,33299.053,39015.04,43781.982,45750.739,45959.009,45809.833,42813.165,42249.185,43484.091,43841.126,44084.683,44021.049,44165.194,44417.601,42220.217,39527.708,35817.906,32526.721
20091017,30209.634,28596.779,27613.812,27113.478,26938.493,27159.539,29156.576,32777.611,35879.986,37873.416,37966.272,37410.085,35680.875,33933.498,33397.842,33343.753,33573.635,34180.694,36860.855,38803.826,36727.392,34510.679,32168.086,29827.561
20091018,27665.556,25894.817,24783.673,24227.466,23923.408,23900.5,24809.777,25613.655,27215.537,29576.006,30549.106,30851.78,30681.454,29271.397,28523.954,28224.96,28072.209,28633.957,31467.921,34349.061,33854.082,32756.622,30921.586,28257.829
20091019,26088.666,24729.303,24171.537,24014.863,24347.356,25995.963,31128.407,37597.18,42448.745,44281.982,44524.603,44462.454,41738.928,41704.772,43130.995,43469.563,43422.524,42878.951,43706.839,44253.091,42182.724,39528.259,35692.883,32474.57
20091020,29842.14,28256.709,27455.482,27230.963,27435.789,28651.87,33159.891,39455.627,44203.853,45981.492,46115.191,45944.118,42829.935,42497.733,43874.73,44202.457,44194.753,43397.007,44013.89,44831.545,42702.876,39914.198,36077.715,32750.946
20091021,29889.694,28337.182,27569.076,27316.144,27463.06,28693.553,33029.397,38969.628,44132.356,46056.398,46292.351,46124.83,42984.631,42579.959,43892.142,44491.045,44371.723,43967.801,44639.612,44755.174,42607.293,39935.673,36094.824,32878.763
20091022,29825.912,28326.161,27513.217,27225.034,27443.748,28653.915,33040.285,39077.09,44028.61,45906.095,46059.643,45939.148,42855.029,42367.114,43677.404,44122.808,44094.531,43583.374,44285,44532.182,42463.844,39785.744,35988.112,32783.095
20091023,30127.268,28547.431,27739.436,27446.198,27608.449,28796.141,32917.713,39269.725,43667.742,45486.113,45612.648,45407.202,42349.139,41747.037,42990.477,43318.437,43291.109,42678.457,43696.797,44108.85,41787.676,39081.097,35641.177,32533.967
20091024,29834.18,28187.257,27227.677,26808.579,26623.918,26825.118,29034.07,32767.114,35606.562,37369.007,37410.215,36647.843,34999.362,33284.574,32876.983,32759.321,32966.619,33577.989,36594.066,38373.335,36409.648,34175.716,31784.29,29495.839
20091025,27268.367,25520.771,24367.26,24263.719,23807.578,23629.246,23996.435,24833.567,26337.748,28359.284,29653.214,30210.419,30160.943,29401.952,28242.248,27838.464,27609.009,27964.538,30790.531,33194.934,33547.088,33003.076,31289.848,28998.486
20091026,25740.416,24522.271,23991.266,23886.886,24192.505,25922.596,31039.103,37500.159,42339.685,44043.607,44266.895,44215.482,41484.426,41522.104,43023.398,43360.845,43286.108,42975.551,43595.239,43956.532,42217.451,39442.483,35464.097,32292.112
20091027,29568.488,28103.345,27367.996,27136.779,27224.889,28546.992,33021.935,39386.254,44047.377,45820.939,46031.498,45789.959,42801.49,42579.939,43909.068,44428.521,44311.891,43790.308,44170.293,44556.868,42688.171,39662.795,35725.491,32341.527
20091028,29723.005,28262.479,27531.177,27266.726,27263.613,28482.922,33128.357,39540.154,44237.479,46103.547,46316.009,46145.608,43123.635,42780.604,44208.296,44687.547,44719.247,44272.73,44729.224,44697.128,42554.871,39519.408,35709.48,32392.45
20091029,29673.287,28155.529,27358.242,27096.257,27176.774,28439.188,32948.155,39232.134,44128.643,45859.188,46021.271,45805.203,42826.861,42386.012,43842.361,44332.678,44347.122,43975.273,44449.623,44480.236,42421.974,39500.692,35793.006,32574.789
20091030,29930.355,28344.503,27561.227,27317.033,27363.054,28526.538,32928.795,39008.159,43538.563,45351.756,45534.983,45279.049,42395.309,41878.334,43179.214,43494.927,43503.074,43190.985,43822.136,43726.445,41633.756,38782.979,35291.996,31967.325
20091031,29722.614,28105.623,27056.91,26580.546,26324.416,26630.807,28480.871,32025.063,34400.307,36392.908,36693.053,36299.585,34820.647,33002.434,32323.842,32058.715,32423.744,34090.231,36685.419,37811.478,36019.275,33755.723,31338.129,29588.846
20091101,26399.682,24740.658,23805.977,23269.314,22838.308,22931.735,23197.208,23827.946,25979.626,27877.908,28679.336,28977.837,28845.642,27554.415,26970.003,26720.482,27376.439,30971.563,32552.761,32955.129,32153.311,30658.348,28554.802,26245.81
20091102,24195.741,22971.872,22403.532,22343.081,22799.759,24720.083,29723.604,35919.803,41394.404,43212.072,43511.806,43538.699,40875.222,40999.588,42612.809,43264.621,44185.088,45727.594,44745.323,43184.504,41023.422,38080.391,34159.266,31039.021
20091103,28608.502,27125.135,26287.555,26017.907,26207.426,27705.322,32097.461,38174.326,43456.124,45393.715,45690.205,45667.834,42609.417,42414.415,43952.093,44656.964,45741.309,47068.094,45814.296,44168.026,41867.248,38887.471,34950.527,31628.39
20091104,28907.891,27399.218,26620.529,26376.732,26544.78,27865.191,32045.166,37963.782,43258.068,45144.374,45412.929,45284.808,42196.087,41896.13,43495.436,44218.001,45314.215,46881.059,45751.625,44078.032,41765.061,38818.07,34890.858,31684.716
20091105,28952.147,27472.955,26678.85,26384.466,26569.382,27970.29,32298.644,38296.124,43496.933,45359.705,45533.839,45434.286,42414.831,42074.288,43544.219,44218.6,45289.516,46891.196,45683.841,44086.473,41931.075,39009.094,35121.227,32077.422
20091106,29113.845,27653.313,26813.489,26519.395,26652.644,28009.845,32257.949,38181.953,43122.69,44930.437,45046.996,44865.786,41951.136,41398.618,42703.752,43217.044,44154.547,46012.299,45173.905,43722.928,41510.551,38592.536,34905.66,31879.927
20091107,29204.334,27600.773,26612.072,26139.27,25996.96,26460.083,28392.961,31272.885,34551.618,36479.969,36559.202,36049.436,34585.999,32842.524,32336.685,32428.005,33630.06,37195.529,38380.285,38187.334,36262.647,33909.538,31435.374,28925.749
20091108,26575.088,24857.128,23882.005,23316.335,23120.037,23412.557,24097.974,24378.029,26712.378,28911.797,29889.587,30327.152,30189.387,28752.804,28175.922,28097.49,28844.457,32398.052,33758.163,34123.478,33720.098,32267.304,30065.56,27377.937
20091109,25072.697,23792.676,23250.107,23139.414,23550.457,25341.023,30473.836,36703.223,42142.587,43956.038,44179.616,44145.924,41365.815,41354.671,42980.769,43546.359,44723.547,46534.306,45380.556,43770.243,41503.064,38586.343,34669.71,31416.695
