,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
20060529,26825.47,25084.443,24347.008,24141.367,24559.828,25572.571,29848.292,36425.847,42292.341,44562.966,45158.438,45312.583,42982.75,43251.443,44666.039,45180.101,45292.128,43961.053,41847.67,40574.362,40210.371,40216.538,37185.429,34194.583
20060530,31290.93,29481.387,28687.968,28367.166,28458.766,28788.827,32068.501,38241.156,43808.311,46033.922,46699.749,46814.385,44123.384,43978.407,45280.533,45750.065,45865.644,44631.846,42523.402,40814.667,40295.74,40263.574,37419.52,34418.154
20060531,31669.093,30010.717,29109.053,28599.627,28751.727,29030.542,32211.322,38426.845,43989.511,46200.327,46797.291,46836.709,44041.578,43902.41,45322.645,45752.893,45867.913,44509.475,42346.091,40690.242,39981.607,39906.427,37139.932,34154.988
20060601,31057.326,29400.861,28488.902,28132.083,28195.591,28684.861,31804.767,37879.519,43342.504,45411.148,45827.261,45758.224,42865.876,42738.102,43980.948,44364.58,44318.199,42500.805,40384.222,39048.639,38684.44,38517.227,35558.856,32784.265
20060602,30079.163,28127.902,27058.679,26482.165,26114.742,25156.113,24430.49,26065.034,28368.589,30207.656,31014.511,31221.126,30718.505,29518.316,28890.705,28565.908,28497.604,28714.084,29171.575,29734.963,30984.328,32669.59,31448.023,29416.825
20060603,27813.994,26206.089,25358.777,24997.004,25140.354,25454.569,26534.105,29918.134,33202.757,35291.018,35729.825,35411.824,34058.881,32470.993,31828.763,31692.111,32019.28,32213.618,32513.81,32889.387,33057.199,33675.459,32105.936,30013.009
20060604,27931.323,26138.406,25066.679,24511.266,24279.59,23548.449,23150.107,24633.84,26719.482,28611.075,29591.319,29810.034,29505.179,28344.907,27641.316,27345.578,27234.569,27467.326,28127.431,28908.402,30215.813,31854.137,30705.431,28567.071
20060605,26576.074,25093.405,24502.027,24307.996,24672.834,25768.328,29999.155,36519.454,42538.906,44691.448,45160.366,45217.109,42462.645,42744.259,44211.041,44591.933,44718.363,43344.311,41222.22,40059.592,39473.014,39764.179,36602.141,33650.969
20060606,31339.579,29207.409,28389.307,28311.566,28458.163,28836.419,32144.641,38336.376,44157.979,46296.898,46737.316,46601.493,43651.897,43440.526,44675.145,44951.974,44892.66,43630.613,41674.249,40466.537,39931.23,40150.404,37229.682,34423.298
20060607,31027.907,29367.289,28464.37,28123.195,28179.972,28431.017,31750.574,37996.549,43784.933,45934.646,46363.074,46292.541,43224.831,43095.5,44444.523,44764.57,44702.431,43428.275,41453.33,40199.84,39680.199,39902.276,36830.357,33962.196
20060608,31042.369,29327.794,28413.923,28072.546,28160.416,28553.478,31759.287,37925.031,43679.952,45886.834,46324.784,46233.97,43181.843,43097.658,44376.236,44501.627,44442.583,43144.64,41248.692,40095.944,39518.083,39726.995,36632.98,33763.497
20060609,30915.814,29257.243,28366.432,28057.578,28122.506,28301.789,31564.408,37495.29,43209.312,45398.9,45779.97,45713.659,42704.96,42425.958,43533.003,43692.965,43545.371,42240.373,40410.206,39292.494,38598.639,38814.919,36009.119,33225.422
20060610,30840.858,29267.578,28148.655,27629.833,27443.587,26725.304,27591.692,31368.579,35130.728,37280.258,37486.819,36720.967,34536.671,32654.413,31839.527,31612.04,31703.378,31923.952,32236.033,32606.205,32723.777,33310.144,31580.256,29414.535
20060611,27070.803,25459.029,24424.834,23856.605,23621.493,22867.781,22527.883,24072.512,26179.608,28083.549,29045.706,29372.953,28973.466,27564.785,26908.848,26502.431,26249.048,26491.325,27180.195,28079.779,29408.185,31225.596,30211.299,28160.548
20060612,25685.785,24311.083,23599.457,23440.898,23876.914,24862.116,29514.795,35744.756,41807.563,44075.159,44608.232,44641.663,41905.661,42147.988,43609.465,44016.148,44023.667,42762.746,40809.363,39649.802,40095.287,40412.539,37059.965,33392.144
20060613,30703.001,29045.784,28168.452,27886.917,28029.686,28324.531,31600.991,37629.55,43607.392,46022.069,46491.221,46521.217,43480.57,43254.169,44444.628,44736.557,44695.35,43320.162,41344.648,40176.852,39447.708,39438.879,36695.945,33921.411
20060614,31025.575,29377.528,28393.317,28005.556,28110.656,28375.804,31502.384,37599.391,43531.708,46007.087,46562.672,46527.502,43564.49,43413.538,44656.478,44917.398,44837.147,43435.062,41368.024,40184.137,39486.617,39454.443,36860.052,34018.917
20060615,31077.073,29406.893,28454.282,28025.099,28053.753,28329.992,31509.816,37522.263,43420.628,45912.021,46438.214,46454.915,43422.926,43269.172,44409.6,44792.966,44822.605,43468.658,41340.312,40236.687,39476.553,39415.625,36899.109,34079.677
20060616,31146.043,29621.083,28635.848,28251.56,28273.616,28569.407,31842.563,37744.754,43635.494,46110.191,46696.237,46696.617,43872.56,43744.38,44601.239,44891.295,44806.631,43478.044,41615.771,40293.694,39481.322,39670.692,37241.297,34416.719
20060617,31702.068,29832.492,28704.331,28165.286,27914.527,27168.806,28510.078,32303.554,36079.078,38519.586,39108.57,38576.686,36489.093,34713.244,33838.861,33633.863,33944.665,34148.584,34275.193,34444.107,34778.107,34789.85,33375.695,31304.288
20060618,28768.623,26913.946,25747.282,25155.552,24820.984,23915.082,23584.093,25165.899,27286.448,29098.242,30123.837,30479.391,30115.471,29052.231,28438.925,28103.115,28102.919,28429.377,29047.965,29852.333,30925.953,32551.335,31886.976,29828.807
20060619,27421.361,25763.68,24992.103,24746.232,25163.144,26074.094,30389.884,36678.621,43101.789,45787.258,46633.776,46829.25,44203.46,44395.735,45797.542,46213.925,46374.67,44875.534,42608.72,41204.197,40419.349,40698.78,38111.501,35027.54
20060620,32511.88,30579.992,29603.228,29110.108,29193.32,29362.972,32557.683,38645.208,44723.511,47541.847,48362.306,48599.204,46200.928,46242.627,47259.641,47831.555,47956.811,46663.398,44580.351,42681.348,41680.259,41809.311,39420.261,36536.199
20060621,33440.838,31303.716,30153.495,29685.535,29718.122,29644.342,32839.206,39036.934,45201.694,48092.867,49176.668,49514.885,46981.831,46876.461,47960.066,48418.872,48585.719,47289.866,45120.245,43463.427,42459.404,42483.939,39993.565,37155.976
20060622,33811.728,31498.886,30529.146,30030.852,29972.89,30119.336,33375.58,39477.562,45587.276,48525.32,49517.677,49838.669,47319.004,47239.63,48445.107,49195.563,49421.837,47943.252,45309.076,43681.213,42785.785,42931.83,40472.745,37648.101
20060623,34342.245,32145.384,30952.256,30332.164,30367.822,30362.606,33531.526,39704.488,45891.676,48768.476,50088.907,50745.58,48017.159,47992.841,49075.931,49540.691,49553.909,48167.282,46137.709,44472.911,42945.109,42818.242,40490.374,37554.376
20060624,34828.668,32902.809,31447.766,30641.775,30226.887,29438.282,30481.952,34285.977,38426.193,41243.759,42091.491,41970.564,40301.861,38613.588,37557.442,37178.854,37292.654,37525.476,37583.623,37460.057,37083.029,37250.511,35794.311,33583.992
20060625,30686.11,28876.155,27661.93,26957.576,26423.826,25136.503,24649.058,26281.597,28518.364,30416.322,31603.732,32199.034,32136.098,31323.891,30709.711,30327.044,30321.003,30731.933,31209.413,31861.258,32836.052,34667.541,34412.473,32352.173
20060626,29504.579,27941.858,27056.631,26705.215,26881.182,27490.807,31728.398,38192.996,44829.93,48052.462,49249.79,49858.98,47956.158,48388.126,49111.64,48918.494,49171.824,48591.98,47431.416,45146.906,43596.904,43778.403,41474.292,38408.944
20060627,35352.849,33220.493,32087.437,31488.126,31441.923,31449.893,34562.821,40610.947,46854.494,50130.694,51319.353,51887.898,49740.287,49918.41,50950.103,51358.466,51320.307,49862.525,47513.47,45527.177,44364.1,44458.4,42281.488,39236.504
20060628,35855.803,33528.889,32368.83,31825.069,31866.009,31808.906,34832.488,40964.634,47099.554,50317.363,51613.069,52228.328,50120.754,50471.287,51658.337,51867.984,51852.931,50408.632,47946.464,46021.97,44884.836,44989.449,42775.899,39716.534
20060629,35742.5,33437.796,32280.52,31734.406,31555.25,31411.757,34416.97,40404.022,46748.616,50196.044,51468.138,52026.663,49721.794,49896.403,50915.726,51161.516,51027.297,49715.831,47407.887,45471.929,44577.561,44667.325,42536.891,39407.523
20060630,35890.249,33962.178,32682.687,32023.908,31976.029,32021.721,34902.254,40661.968,47005.071,50219.954,51435.507,51957.047,49606.789,49778.72,50543.487,50665.801,50550.596,49152.988,46890.735,45064.674,45182.965,45155.68,43221.336,38793.105
20060701,34922.44,32349.04,30936.741,30154.146,29790.274,29006.769,29856.21,33638.015,37443.467,39852.125,40595.374,40218.092,38381.335,36725.263,35691.972,35408.101,35700.323,36004.227,35978.938,36002.97,35938.088,36187.841,35481.272,33684.747
20060702,30486.951,28618.598,27238.592,26406.366,26088.34,25120.404,24652.582,26224.17,28308.54,30206.941,31289.219,31687.937,31513.295,30696.497,30330.669,29858.517,29813.966,30200.431,30831.582,31503.64,32359.424,33932.653,33609.592,31779.842
20060703,29186.728,27363.794,26396.929,26004.684,26349.649,27305.595,31571.615,37937.301,44350.387,47258.98,48417.096,48732.183,47196.654,47076.525,48359.732,48761.543,48867.316,47982.67,45958.843,43854.158,42369.703,42066.758,40234.218,37348.044
20060704,34293.622,32203.402,31062.563,30640.333,30598.42,30893.214,34174.2,40102.59,46314.542,49470.751,50462.701,50643.56,48320.268,47808.813,48674.248,49275.467,49467.734,48217.1,46140.402,44130.871,43074.343,42755.449,41224.32,38270.713
20060705,34320.518,32612.098,31638.398,30926.886,30656.406,30873.425,33854.747,39758.919,45704.212,48594.916,49501.369,49689.346,47547.134,46885.509,47771.936,48265.062,48567.786,47567.452,45688.787,43689.45,42432.799,42079.695,40241.357,37132.681
20060706,33906.475,32043.524,31066.362,30516.903,30464.604,30849.39,33942.444,39899.69,45921.664,48724.509,49520.572,49615.195,46926.895,46808.071,47790.986,48113.432,48178.303,47154.19,45325.764,43393.776,42338.611,42105.666,40144.457,37239.921
20060707,33960.166,32161.182,31047.1,30558.983,30671.91,31012.934,33944.655,39713.332,45523.477,48246.679,49167.101,49318.526,46531.717,46294.587,47149.696,47395.844,47548.454,46372.442,44327.077,42597.046,41361.32,41294.152,38885.171,36125.661
20060708,33190.438,31077.371,29938.001,29326.203,29059.729,28569.034,29255.945,32847.435,36751.841,39255.232,39813.828,39405.543,37364.933,35407.459,34473.242,34253.818,34461.066,34747.548,34954.699,34974.034,34654.519,35227.965,33841.076,31863.055
20060709,29184.924,27525.307,26357.301,25795.257,25411.742,24699.897,24301.634,25790.661,27893.974,29824.848,30917.078,31341.442,31096.55,29828.343,29106.334,28550.15,28447.446,28804.253,29448.409,31400.652,31885.759,33075.205,32193.571,30256.198
20060710,27736.96,26174.758,25424.533,25174.68,25642.513,26903.338,31043.705,37327.23,43629.707,46254.04,47228.021,47394.511,44729.412,45447.257,46057.521,46359.528,46470.27,45285.784,43176.078,41704.966,40709.441,40891.915,38223.642,35487.434
20060711,32694.844,30892.966,29882.988,29478.73,29512.206,30045.962,33111.234,39160.028,45288.341,48260.665,49232.437,49476.552,46620.904,46290.235,47323.183,47696.079,47874.552,46696.076,44441.854,42675.891,41375.44,41452.865,38929.04,36244.809
20060712,33523.945,31948.124,30600.071,30084.038,30030.407,30219.848,33162.849,39207.305,45217.891,48052.928,48928.063,49204.786,46596.044,46408.927,47528.563,47911.663,48185.598,46850.783,45010.364,43070.898,41801.762,41801.371,39083.591,36356.18
20060713,33542.035,31796.007,30460.693,29911.724,30183.394,30451.591,33416.853,39478.547,45492.771,48413.928,49384.502,49515.93,47721.282,46840.475,47809.578,48135.817,48216.716,47031.743,45087.73,43249.935,42089.788,41954.985,39890.901,37045.994
20060714,34341.107,31965.557,30663.953,30061.071,30126.797,30574.526,33706.211,39622.14,45659.915,48591.38,49588.261,49849.417,47571.369,47014.803,47804.247,48111.167,48248.743,47054.517,45014.218,43297.332,42158.804,41984.941,39608.995,36959.316
20060715,33858.806,31697.351,30394.235,29718.537,29412.923,28919.699,29628.278,33343.992,37203.677,39699.955,40391.921,40104.624,38178.682,36349.024,35387.483,35072.02,35339.283,35779.786,35848.768,35793.468,35709.87,36096.037,34456.441,32493.059
20060716,30379.001,28316.16,27085.226,26392.302,25927.342,25262.35,24571.457,26075.347,28246.451,30155.986,31155.02,31649.612,31630.478,30727.321,30164.472,29842.366,29872.953,30325.547,30948.094,31717.31,33126.904,34886.991,34038.823,32153.963
20060717,29334.325,27431.328,26497.184,26092.577,26361.913,27445.989,31430.687,37796.314,44141.302,47266.634,48442.104,49030.047,46892.915,47173.963,48328.303,48567.068,48737.722,47574.265,45242.941,43726.243,43140.438,43153.875,40066.754,37224.495
20060718,34864.731,32520.193,31340.645,30812.231,30692.026,31184.789,34064.232,39912.641,46093.406,49270.75,50300.518,50624.191,48723.354,48267.324,49132.672,49456.474,49652.191,48633.576,46868.971,44980.914,44231.461,43530.033,41151.215,38562.843
20060719,34806.389,32886.715,31745.016,31119.203,31022.474,31374.209,34326.497,40308.84,46448.887,49477.62,50514.482,50896.203,48333.972,48173.043,49262.778,49528.468,49710.993,48375.147,45951.549,44142.649,43495.786,43827.552,40970.874,38256.708
20060720,34778.835,33153.124,32003.892,31278.015,31184.727,31700.609,34525.55,40456.76,46455.227,49620.473,50685.273,50957.3,48574.333,48234.979,49164.505,49388.919,49484.585,48190.103,46029.685,44349.373,43756.122,43351.043,40655.959,37666.002
20060721,34839.372,32959.01,31780.549,31190.548,31060.24,31506.743,34367.836,40246.34,46199.752,49252.224,50254.356,50622.136,48162.758,47813.082,48556.485,48731.275,48823.564,47575.306,45392.975,43629.944,42599.533,42374.459,39803.5,36849.074
20060722,34647.297,32106.694,30889.005,30184.631,30038.618,29471.5,30162.966,33877.578,37764.642,40325.555,40861.254,40199.029,38879.85,37014.044,35822.031,35440.49,35703.752,36045.859,36115.46,36124.219,36553.366,36778.007,35308.029,33034.65
20060723,30612.448,28310.385,27192.261,26508.038,26158.167,25652.72,24968.156,26422.54,28624.344,30555.002,31558.605,32027.828,32067.46,31346.101,30579.849,30169.502,30295.125,30795.043,31519.059,32588.542,34315.724,35562.43,34716.583,32755.692
20060724,30011.575,27849.094,26977.544,26472.607,26770.965,27995.982,31748.06,38031.549,44419.277,47525.965,48638.87,49082.023,48020.001,47940.705,48911.761,49126.882,49481.907,48571.716,46447.909,44755.78,44425.599,43849.5,41421.808,38312.674
20060725,35018.172,32912.887,31739.513,31066.909,31133.853,31619.06,34284.596,40178.17,45964.447,49069.044,50342.548,50931.406,49378.462,49155.021,50522.103,50721.564,50969.234,49792.39,47402.101,45762.063,45211.665,44410.888,41643.801,38842.564
20060726,35534.692,33655.463,32418.664,31602.624,31517.625,31860.752,34688.308,40773.919,46834.39,49827.281,51093.13,51630.723,49510.067,49596.77,50528,50720.436,50753.411,49333.55,47117.32,45588.672,44847.395,44475.968,41439.386,38669.481
20060727,35669.628,33826.114,32617.77,31981.841,31914.736,32153.028,34885.392,40677.291,46805.88,50147.26,51330.104,51783.505,49673.68,49699.756,50572.42,50714.485,50681.13,49284.323,46965.313,45340.237,44821.576,44600.807,41636.791,39197.486
20060728,36128.341,34020.626,32747.889,32031.485,31964.718,32310.024,34691.413,40504.662,46461.07,49705.151,50910.107,51466.918,49580.315,49311.471,49978.447,50004.247,49984.717,48542.081,46381.562,44770.495,44196.114,43886.2,41071.583,38398.497
20060729,35743.849,33640.758,32207.916,31377.082,30799.881,30495.486,30772.493,34111.128,37811.442,40496.122,41393.675,41366.3,39933.805,38466.071,37719.77,37299.739,37282.911,37451.457,37388.863,37303.115,37625.427,37790.593,35843.829,33864.629
20060730,31890.265,29935.914,28622.305,27800.8,27241.245,26758.534,25823.417,27089.191,28892.443,30748.642,31850.787,32391.162,32511.249,31857.295,31425.58,31000.642,30773.055,30921.817,31384.541,32042.803,33594.284,34930.732,33665.898,31857.746
20060731,29147.604,27327.725,26445.028,25941.116,25992.054,27062.541,30320.945,36096.263,42088.161,45080.378,46174.914,46601.866,44583.842,44751.73,45762.862,46039.551,46186.578,45164.304,43068.635,41556.324,41426.122,41363.507,38647.859,35874.227
20060801,33217.195,30814.802,29759.173,29064.165,29074.433,29745.928,31918.898,36775.128,42058.641,44965.06,46163.794,46557.579,45528.294,44888.986,45224.876,45847.194,46632.176,45872.352,44243.303,42379.948,42160.243,41538.737,38596.274,35585.086
20060802,33416.061,31048.353,29866.348,29204.731,29357.721,30010.969,32321.289,37393.073,42229.845,44918.275,46267.023,46695.334,45676.995,44896.785,45394.621,45660.352,45688.74,44650.927,42739.234,40713.092,40958.477,40919.013,38204.007,35602.668
20060803,31565.345,29833.892,28498.77,27879.957,28207.599,29621.23,31983.23,36336.135,41045.329,43835.743,44863.155,44724.272,43647.555,42883.813,43030.201,42968.136,42965.855,41929.956,40349.068,38867.585,38706.82,38658.797,35722.445,33175.261
20060804,31257.591,29575.248,28516.647,27996.431,27863.22,28294.033,30147.869,34469.658,38947.343,41431.421,42383.514,42597.643,41415.886,40358.157,40564.096,40649.929,40460.628,39640.249,38426.429,37210.009,37234.765,37366.086,34646.446,32119.989
20060805,29289.467,27431.526,26262.58,25603.472,25438.73,25379.698,25460.336,27983.788,31020.291,33119.631,33766.672,33666.145,32813.518,31556.506,30793.548,30639.88,30930.796,31318.521,31637.645,32060.435,32891.527,33251.758,31108.338,29056.182
20060806,26981.408,25338.326,24294.794,23693.174,23327.551,23059.107,22235.199,23119.243,25065.775,26776.006,27625.313,27918.43,27703.622,26948.121,26396.889,25947.518,25934.721,26325.936,27025.184,27843.123,29681.411,30694.173,29075.463,27297.128
20060807,25043.994,23622.726,22766.475,22428.927,22408.137,22988.878,24246.454,27693.487,31691.286,34003.921,34632.253,34846.741,34234.908,33747.335,33671.103,33575.03,33626.543,33444.05,33193.878,32782.235,33518.174,33563.618,31330.591,28913.169
20060808,26570.038,24833.66,24096.26,23633.734,23499.417,23989.383,25135.687,28244.15,32073.574,34537.957,35246.688,35330.817,34776.403,33897.232,33674.101,33781.389,33940.809,34061.798,33759.477,33553.371,34503.784,34265.593,31907.673,29534.068
20060809,26756.002,24865.702,24076.596,23656.896,23587.45,23922.022,25003.822,28224.218,32081.984,34437.684,35157.287,35303.683,34466.072,33581.018,33381.404,33334.464,33598.379,33455.209,33078.126,32925.807,33762.43,33621.661,31363.427,29102.01
20060810,26953.628,25024.33,24049.557,23553.981,23536.721,24078.348,25201.851,28264.146,32044.665,34405.453,35088.184,35281.106,34585.361,33733.246,33557.22,33537.746,33646.106,33607.92,33474.308,33150.341,33764.275,33270.95,30955.827,28608.267
20060811,26009.074,24695.737,23785.603,23316.405,23253.159,23728.023,24733.39,27676.33,31357.211,33700.24,34355.454,34517.874,33682.295,32688.432,32346.66,32168.451,32399.205,32311.551,32024.969,31967.515,32664.174,32444.699,30079.868,27706.559
20060812,25723.023,24118.397,23142.895,22620.317,22385.753,22558.14,22522.785,24450.156,27179.551,29223.745,29750.45,29725.193,29341.083,28447.059,27956.903,27682.322,27916.948,28328.31,28760.334,29377.946,30772.513,30420.659,28397.223,26493.183
20060813,24624.177,23048.608,22035.588,21464.263,21189.208,21153.072,20580.527,21318.345,23232.991,24955.851,25660.387,25919.409,25674.907,24817.659,24335.299,23982.772,23905.597,24308.335,24966.35,26073.112,28227.777,28519.111,26808.348,25082.221
20060814,22249.868,21207.54,20468.96,19976.599,19859.038,20364.79,20950.025,22956.241,26161.683,28207.123,28805.659,28908.789,28234.31,27593.432,27456.873,27362.63,27726.887,27676.504,27553.944,28066.057,29387.012,28826.699,26570.464,24406.941
20060815,23572.619,22197.66,21318.694,20793.397,20570.285,20683.822,20268.254,21462.146,23345.653,24863.657,25533.759,25741.853,25349.037,24373.148,23870.756,23554.122,23466.674,23701.368,24326.551,25097.153,27389.557,27797.946,26336.564,24575.061
20060816,23409.197,21972.501,21179.742,20767.386,20725.651,21246.428,22002.023,24314.729,27543.515,29754.654,30374.362,30545.026,30179.588,29464.465,29217.915,29137.557,29365.106,29508.585,29514.897,29944.837,31481.256,30848.952,28583.517,26288.862
20060817,24322.683,22867.884,22033.935,21609.606,21543.317,22027.054,22769.881,25335.065,28530.652,30767.799,31353.829,31510.569,31155.046,30413.64,30122.876,29976.602,30155.605,30255.632,30249.505,30705.425,32204.881,31710.342,29317.115,26955.189
20060818,24713.458,23254.553,22410.345,21977.678,21929.211,22466.179,23201.327,25641.569,28879.166,31069.406,31717.45,31856.809,31468.024,30780.239,30458.104,30300.372,30515.475,30644.908,30603.427,31071.523,32576.291,32016.776,29645.974,27313.248
20060819,25785.654,24203.091,23251.753,22780.479,22623.513,22854.46,23201.744,24896.599,27633.359,29790.669,30541.877,30586.527,30124.876,29090.273,28476.759,28185.302,28326.016,28828.071,29577.993,30519.213,31874.856,31113.852,28848.706,26892.013
20060820,24753.919,23284.225,22290.775,21816.974,21554.155,21547.292,21330.907,21811.872,23652.161,25579.641,26656.396,27025.653,26734.567,25919.289,25443.243,24899.303,24739.645,25065.987,25811.587,27292.083,29559.673,29834.639,28038.945,25904.4
20060821,24019.584,22532.896,21741.871,21526.579,21660.129,22617.848,25267.157,28420.986,32809.284,35440.883,36405.891,36877.411,36314.69,35986.261,36094.197,36191.852,36149.347,35862.132,35499.148,35663.669,36664.023,35556.3,32613.722,30127.661
20060822,27569.97,25965.267,24973.383,24603.004,24620.669,25479.349,27477.211,30796.489,35097.941,37681.852,38583.402,38762.142,37670.999,37162.641,37233.407,37288.651,37325.743,36785.029,36042.146,36221.962,37486.013,36010.201,33163.358,30758.713
20060823,28914.987,27539.486,26731.113,26300.968,26265.536,26998.812,28685.92,31678.4,35942.302,38197.49,38892.916,39118.698,38019.776,37444.944,37545.101,37623.779,37740.289,37307.098,36484.209,36748.479,37948.223,36474.233,33670.842,31236.055
20060824,29682.583,28321.456,27375.636,26973.595,26877.271,27513.051,29474.381,32610,37043.378,39580.345,40220.169,40336.277,38961.474,38495.51,38703.413,38823.018,38985.899,38354.573,37478.47,37671.82,38906.124,37462.904,34652.224,32192.722
20060825,29180.952,27689.725,26770.664,26301.906,26151.426,26933.972,28995.057,32358.542,36910.666,39528.204,40321.731,40506.261,39134.853,38545.928,38545.673,38532.734,38567.879,38123.829,37230.876,37682.255,38930.922,37176.309,34196.405,31817.451
20060826,29537.302,28031.348,26988.581,26481.836,26181.14,26400.468,27120.435,28939.283,32221.642,34533.95,35262.958,35127.748,34109.178,32785.999,32072.89,31796.056,31996.83,32647.173,33113.673,34493.817,35538.179,33824.683,31440.02,29440.092
20060827,27268.469,25826.191,24712.691,24002.29,23735.05,23719.371,23599.23,23939.622,25806.172,27814.619,28996.268,29466.374,29158.605,27990.683,27460.639,27062.469,26969.904,27306.525,27976.614,29785.086,32338.246,31683.635,30072.975,28260.005
20060828,26662.092,25380.899,24524.43,24267.583,24509.087,25886.997,29386.193,33605.953,38969.049,41766.651,42709.502,42976.81,41387.345,41234.077,41908.285,42035.366,42094.404,41429.869,40235.847,40517.141,41601.836,39672.473,36544.276,34088.442
20060829,30845.361,29158.974,28250.856,27890.66,27899.731,28868.664,31829.908,36170.569,41954.985,44581.966,45397.263,45624.974,43275.657,42895.891,43773.982,44063.822,44203.888,43112.365,41235.996,41006.381,42141.185,39896.912,36452.559,33813.143
20060830,31206.213,29523.727,28696.514,28313.579,28331.119,29244.521,32284.643,36547.433,42295.208,45017.413,45803.525,45969.645,43500.332,43064.18,44057.772,44384.648,44522.397,43427.725,41537.01,41280.165,42237.8,39967.101,36620.625,33994.74
20060831,31309.191,29645.294,28754.322,28404.484,28435.652,29492.586,32489.677,36886.429,42608.922,45340.379,46132.338,46294.945,43822.876,43432.461,44338.48,44587.35,44711.443,43589.606,41702.497,41472.238,42427.063,40178.32,36837.73,34190.93
20060901,32384.782,30504.972,29558.97,29158.457,29160.853,30283.834,33690.262,38160.245,44001.437,46795.184,47649.746,47878.139,45509.859,45071.738,45875.501,46060.575,46069.146,44861.047,42944.887,42837.74,43583.791,40921.218,37621.961,35119.299
20060902,32631.002,30856.042,29697.289,29096.328,28812.513,29092.709,30176.963,32309.654,36090.164,38515.114,39078.901,38620.029,36774.801,34936.628,34151.525,33950.647,34249.655,34640.11,34963.518,36283.833,37321.213,35263.765,32885.536,30957.799
20060903,29040.428,27370.332,26265.227,25622.01,25366.618,25338.436,25210.07,25348.635,27456.23,29446.067,30529.508,30909.909,30741.836,29687.798,29183.488,28720.443,28590.453,28912.045,29640.057,31580.414,34025.65,33119.944,31636.239,29837.983
20060904,27785.249,26340.163,25642.44,25407.151,25726.063,27321.301,32180.369,37316.251,43596.307,46182.181,46932.721,47065.443,44362.431,44597.298,45887.026,46208.74,46191.611,44688.026,42575.913,42833.191,43605.358,40939.424,37127.29,34257.647
20060905,31675.061,30072.916,29178.275,28810.137,28873.402,29895.221,33831.301,38625.543,44916.126,47592.939,48294.395,48420.262,45592.276,45280.86,46482.894,46794.865,46821.552,45621.253,43677.061,43931.071,44233.065,41246.604,37838.847,34996.982
20060906,32287.55,30411.717,29507.45,29117.875,29203.899,30308.254,33942.248,38720.48,44975.733,47778.08,48600.297,48710.076,45871.033,45662.978,46727.801,47222.705,47325.466,46071.682,44047.251,44391.357,44552.522,41658.955,38288.69,35673.154
20060907,32637.433,30764.273,29806.492,29420.011,29494.601,30604.193,34358.114,39229.35,45233.487,48047.895,48833.464,48823.105,45981.861,45727.721,46648.582,47027.736,47083.075,45831.811,43895.94,44491.563,44784.446,42007.719,38678.943,35629.492
20060908,33245.972,31185.082,30161.536,29773.493,29827.612,30948.309,34580.644,39511.682,45522.288,48318.908,49166.577,49346.839,46583.253,46336.233,47034.973,47317.122,47282.283,45994.062,44126.56,44607.361,44694.051,41668.539,38043.689,35203.23
20060909,32274.263,30454.899,29322.45,28780.747,28581.285,28765.396,30441.172,32863.971,36661.435,39072.633,39669.759,39113.569,37056.517,35153.908,34104.946,33867.284,34045.733,34282.335,34531.829,36616.949,37503.298,35223.271,32811.391,30740.762
20060910,28837.443,27180.235,26123.714,25485.008,25152.953,25140.531,25101.247,25425.187,27566.372,29825.553,31189.164,31790.288,31598.174,30401.282,29777.586,29413.898,29196.093,29519.744,30193.077,32823.944,34690.029,33466.033,31814.997,29763.784
20060911,27562.386,25973.822,25325.003,25187.253,25590.653,27544.588,32398.629,37985.727,43893.019,46425.102,47333.333,47699.719,45292.312,45522.582,46606.151,47033.842,46881.108,45502.034,43557.726,44409.4,44580.46,41504.31,37835.436,34910.061
20060912,32100.92,30117.88,29224.593,29001.044,29185.612,30467.047,34092.803,39228.673,44904.183,47148.111,47681.746,47730.206,44931.601,44897.601,46208.558,46873.686,46781.514,45432.6,43868.65,44751.846,44339.494,41219.161,37511.408,34495.443
20060913,31947.165,30610.447,29877.106,29559.703,29432.338,30594.039,34406.698,39470.853,45148.525,47623.37,48347.937,48406.894,45526.818,45414.182,46585.075,47060.92,47114.976,45765.08,43861.51,44715.476,44633.008,41354.307,37519.237,34517.4
20060914,31994.774,30486.609,29608.164,29196.899,29271.757,30482.382,34454.744,39590.221,44981.661,47227.639,47980.746,47995.502,45067.868,44860.334,45999.93,46418.357,46387.111,45034.428,43145.598,43962.42,43990.732,41132.019,37374.827,34472.383
20060915,32017.503,30465.629,29499.54,29143.281,29261.65,30442.705,34394.755,39495.715,44906.28,47141.19,47886.842,48079.137,45191.967,44926.293,45931.478,46334.477,46247.37,44840.992,43068.798,43942.335,43723.012,40591.843,36943.399,34094.072
20060916,32024.22,30369.415,29321.01,28795.675,28464.852,28765.002,30487.777,33318.833,36864.607,38986.666,39292.995,38683.205,36412.949,34307.701,33573.007,33444.127,33711.839,34276.763,35210.575,37639.04,36776.28,34356.668,32166.822,30164.064
20060917,28228.64,26544.181,25571.748,25101.255,24859.518,24932.811,25132.664,25455.726,27448.76,29719.966,31026.941,31566.587,31129.334,29553.481,28820.992,28461.624,28339.865,28697.114,29854.38,32850.275,33886.087,32791.97,31008.82,28885.816
