Date,DateYYYYMMDD,BRENT_SPOT,BRENT_FUT_NYM,INTRATE
07/03/2014,20140307,107.91,109,0.056
10/03/2014,20140310,108.53,108.08,0.051
11/03/2014,20140311,108.14,108.55,0.043
12/03/2014,20140312,108.44,108.02,0.053
13/03/2014,20140313,107.97,107.39,0.051
14/03/2014,20140314,107.67,107.93,0.053
17/03/2014,20140317,108.54,105.99,0.046
18/03/2014,20140318,107.07,106.54,0.046
19/03/2014,20140319,106.62,105.67,0.061
20/03/2014,20140320,106.06,106.24,0.053
21/03/2014,20140321,105.97,106.66,0.043
24/03/2014,20140324,107.15,106.61,0.041
25/03/2014,20140325,107.01,106.81,0.043
26/03/2014,20140326,107.18,106.92,0.038
27/03/2014,20140327,107.08,107.72,0.013
28/03/2014,20140328,107.53,107.96,0.028
31/03/2014,20140331,108.02,107.65,0.03
01/04/2014,20140401,107.63,105.56,0.02
02/04/2014,20140402,106.92,104.77,0.018
03/04/2014,20140403,104.61,106.09,0.023
04/04/2014,20140404,105.02,106.63,0.03
07/04/2014,20140407,106.5,105.82,0.028
08/04/2014,20140408,105.58,107.62,0.028
09/04/2014,20140409,106.49,107.95,0.03
10/04/2014,20140410,107.74,107.52,0.03
11/04/2014,20140411,107.4,107.4,0.028
14/04/2014,20140414,107.29,109.07,0.028
15/04/2014,20140415,108.08,109.36,0.03
16/04/2014,20140416,108.8,109.6,0.023
17/04/2014,20140417,110.02,109.53,0.018
18/04/2014,20140418,110.02,109.53,0.018
21/04/2014,20140421,109.57,109.95,0.023
22/04/2014,20140422,109.55,109.27,0.01
23/04/2014,20140423,109.32,109.11,0.013
24/04/2014,20140424,109.3,110.33,-0.003
25/04/2014,20140425,109.83,109.58,-0.003
28/04/2014,20140428,109.75,108.12,-0.003
29/04/2014,20140429,109.24,108.98,0.003
30/04/2014,20140430,109.01,108.07,0.015
01/05/2014,20140501,108.17,107.76,0.015
02/05/2014,20140502,107.47,108.59,0.005
05/05/2014,20140505,108.62,107.72,0.008
06/05/2014,20140506,108.11,107.06,0.013
07/05/2014,20140507,107.82,108.13,0.025
08/05/2014,20140508,107.67,108.04,0.018
09/05/2014,20140509,107.81,107.89,0.01
12/05/2014,20140512,108.46,108.41,0.008
13/05/2014,20140513,108.53,109.24,0.005
14/05/2014,20140514,108.83,110.19,0.013
15/05/2014,20140515,109.94,106.09,0.003
16/05/2014,20140516,110.42,106.47,0.005
19/05/2014,20140519,109.72,106.11,0.008
20/05/2014,20140520,110.05,106.49,0.01
21/05/2014,20140521,109.66,107.3,0.028
22/05/2014,20140522,110.44,107.09,0.033
23/05/2014,20140523,110.72,107.4,0.03
26/05/2014,20140526,110.72,107.4,0.03
27/05/2014,20140527,110.33,107.03,0.028
28/05/2014,20140528,110.22,106.88,0.03
29/05/2014,20140529,110.17,106.83,0.041
30/05/2014,20140530,110.4,106.36,0.038
02/06/2014,20140602,109.81,106.05,0.028
03/06/2014,20140603,109.38,106.05,0.041
04/06/2014,20140604,108.84,105.72,0.033
05/06/2014,20140605,109.34,106.16,0.02
06/06/2014,20140606,108.46,105.78,0.01
09/06/2014,20140609,109.11,106.88,0.023
10/06/2014,20140610,109.83,106.72,0.025
11/06/2014,20140611,110.03,107.25,0.018
12/06/2014,20140612,110.07,109.78,0.018
13/06/2014,20140613,112.04,109.76,0.018
16/06/2014,20140616,113.22,110.53,0.03
17/06/2014,20140617,113.01,111.1,0.023
18/06/2014,20140618,113.27,111.8,0.013
19/06/2014,20140619,113.99,112.48,0.005
20/06/2014,20140620,114.98,112.47,0.003
23/06/2014,20140623,115.06,112.14,0.005
24/06/2014,20140624,114.65,112.6,0.008
25/06/2014,20140625,114.45,111.97,0.008
26/06/2014,20140626,113.82,111.28,0.008
27/06/2014,20140627,113.63,111.4,0.01
30/06/2014,20140630,113.5,110.81,0.008
01/07/2014,20140701,112.63,110.99,0.008
02/07/2014,20140702,112.3,110.33,0.01
03/07/2014,20140703,111.54,109.93,0.008
04/07/2014,20140704,110.7,109.93,0.008
07/07/2014,20140707,110.58,109.31,0.01
08/07/2014,20140708,110.44,108.45,0.01
09/07/2014,20140709,109.49,108.08,0.028
10/07/2014,20140710,108.71,108.8,0.015
11/07/2014,20140711,108.44,107.63,0.02
14/07/2014,20140714,108.05,108.36,0.033
15/07/2014,20140715,107.58,107.33,0.015
16/07/2014,20140716,106.57,107.32,0.015
17/07/2014,20140717,107.18,107.69,0.023
18/07/2014,20140718,107.62,107.34,0.03
21/07/2014,20140721,107.86,108.08,0.018
22/07/2014,20140722,107.12,107.53,0.018
23/07/2014,20140723,107.75,108.21,0.03
24/07/2014,20140724,107.72,107.51,0.025
25/07/2014,20140725,107.39,108.69,0.028
28/07/2014,20140728,107.27,107.9,0.03
29/07/2014,20140729,107.21,108.21,0.023
30/07/2014,20140730,107.44,107.32,0.023
31/07/2014,20140731,107.07,106.92,0.008
01/08/2014,20140801,105.9,106.24,0.015
04/08/2014,20140804,105.03,106.53,0.008
05/08/2014,20140805,104.72,105.88,0.005
06/08/2014,20140806,104.6,106,0.025
07/08/2014,20140807,104.46,106.76,0.023
08/08/2014,20140808,105.31,106.24,0.02
11/08/2014,20140811,106.12,106.27,0.028
12/08/2014,20140812,105.44,104.99,0.033
13/08/2014,20140813,104.17,106.04,0.041
14/08/2014,20140814,103.92,103.16,0.03
15/08/2014,20140815,102.96,104.52,0.02
18/08/2014,20140818,102.61,102.74,0.02
19/08/2014,20140819,101.63,102.82,0.03
20/08/2014,20140820,101.37,103.43,0.043
21/08/2014,20140821,101.83,103.85,0.033
22/08/2014,20140822,101.62,103.59,0.025
25/08/2014,20140825,102.13,103.89,0.015
26/08/2014,20140826,102.31,103.81,0.02
27/08/2014,20140827,102.5,104.04,0.018
28/08/2014,20140828,102.42,103.58,0.01
29/08/2014,20140829,102.43,104.17,0.02
01/09/2014,20140901,102.7,104.17,0.02
02/09/2014,20140902,102.72,101.5,0.015
03/09/2014,20140903,101.26,103.84,0.018
04/09/2014,20140904,101.65,102.79,0.013
05/09/2014,20140905,102.15,101.97,0.013
08/09/2014,20140908,101.88,101.51,0.01
09/09/2014,20140909,100.46,100.62,0.003
10/09/2014,20140910,100.41,99.51,0.003
11/09/2014,20140911,99.14,99.57,0.003
12/09/2014,20140912,98.11,98.73,0.003
15/09/2014,20140915,98.37,98.62,0.003
16/09/2014,20140916,97.45,99.73,0.005
17/09/2014,20140917,98.2,99.56,0.005
18/09/2014,20140918,98.99,98.36,0.008
19/09/2014,20140919,98.34,99.03,-0.003
22/09/2014,20140922,97.74,97.7,-0.003
23/09/2014,20140923,97.23,97.58,0.003
24/09/2014,20140924,96.83,97.62,0.005
25/09/2014,20140925,96.29,97.63,-0.003
26/09/2014,20140926,96.72,97.63,0.003
29/09/2014,20140929,96.75,97.81,-0.003
30/09/2014,20140930,96.5,95.32,0.013
01/10/2014,20141001,96.27,94.79,0.008
02/10/2014,20141002,94.72,94,0.01
03/10/2014,20141003,92.38,92.88,0.01
06/10/2014,20141006,92.35,93.33,0.008
07/10/2014,20141007,92.24,92.57,0.003
08/10/2014,20141008,92.45,91.79,0.015
09/10/2014,20141009,91.55,90.37,0.015
10/10/2014,20141010,91.92,90.58,0.01
13/10/2014,20141013,89.88,89.41,0.01
14/10/2014,20141014,88.89,85.41,0.028
15/10/2014,20141015,87.27,84.12,0.008
16/10/2014,20141016,84.55,85.82,0.038
17/10/2014,20141017,84.52,86.16,0.028
20/10/2014,20141020,86.34,85.4,0.028
21/10/2014,20141021,85.49,86.22,0.028
22/10/2014,20141022,85.81,84.71,0.02
23/10/2014,20141023,86.19,86.83,0.01
24/10/2014,20141024,85.68,86.13,0.02
27/10/2014,20141027,85.99,85.83,0.02
28/10/2014,20141028,85.34,86.03,0.01
29/10/2014,20141029,85.9,87.12,0.008
30/10/2014,20141030,87.08,86.24,-0.0026
31/10/2014,20141031,86.25,85.86,-0.0051
03/11/2014,20141103,85.23,84.78,0.0254
04/11/2014,20141104,85.36,82.82,0.0381
05/11/2014,20141105,82.53,82.95,0.0304
06/11/2014,20141106,82.38,82.86,0.033
07/11/2014,20141107,83.17,83.39,0.0381
10/11/2014,20141110,83.75,82.34,0.0355
11/11/2014,20141111,84.39,81.67,0.033
12/11/2014,20141112,82.29,80.38,0.0431
13/11/2014,20141113,81.59,78.77,0.0457
14/11/2014,20141114,79.2,80.66,0.0406
17/11/2014,20141117,78.62,80.52,0.0152
18/11/2014,20141118,78.47,79.66,0.0076
19/11/2014,20141119,78.83,79.13,0.033
20/11/2014,20141120,78.7,80.25,0.0381
21/11/2014,20141121,78.58,81.42,0.0381
24/11/2014,20141124,80.21,80.73,0.0355
25/11/2014,20141125,80.07,79.31,0.0381
26/11/2014,20141126,79.43,78.7,0.0558
27/11/2014,20141127,78.11,78.7,0.0558
28/11/2014,20141128,74.4,71.14,0.0381
01/12/2014,20141201,72.3,73.45,0.0026
02/12/2014,20141202,70.71,71.49,0.0431
