Date,DateYYYYMMDD,BRENT_SPOT,BRENT_FUT_NYM,INTRATE
24/11/2011,20111124,107.57,107.02,0.0229
25/11/2011,20111125,107.84,106.4,0.0177
28/11/2011,20111128,106.77,109,0.0076
29/11/2011,20111129,108.98,110.82,0.0076
30/11/2011,20111130,110.41,110.52,0.0177
01/12/2011,20111201,110.71,108.99,0.0102
02/12/2011,20111202,109.5,109.94,0.0178
05/12/2011,20111205,109.86,109.81,0.0102
06/12/2011,20111206,110.87,110.81,0.0102
07/12/2011,20111207,110.35,109.53,-0.0076
08/12/2011,20111208,110.27,108.11,-0.0102
09/12/2011,20111209,109.15,108.62,-0.0025
12/12/2011,20111212,108.36,107.26,-0.0102
13/12/2011,20111213,107.59,109.5,0.0025
14/12/2011,20111214,108.71,105.02,-0.0076
15/12/2011,20111215,106.98,102.63,-0.0102
16/12/2011,20111216,105.76,102.13,-0.0102
19/12/2011,20111219,103.92,102,-0.0076
20/12/2011,20111220,104.1,105.05,-0.0178
21/12/2011,20111221,106.25,106.02,-0.0076
22/12/2011,20111222,107.39,106.12,-0.0025
23/12/2011,20111223,108.01,106.26,0.0025
26/12/2011,20111226,108.01,106.26,0.0025
27/12/2011,20111227,107.96,107.55,0.0025
28/12/2011,20111228,108.64,106.13,-0.0102
29/12/2011,20111229,108.06,106.64,-0.0025
30/12/2011,20111230,107.62,105.97,0.0025
02/01/2012,20120102,107.62,105.97,0.0025
03/01/2012,20120103,107.52,110.25,0.0102
04/01/2012,20120104,110.74,112.25,0.0102
05/01/2012,20120105,112.56,111.3,0.0076
06/01/2012,20120106,113.59,111.86,0.0102
09/01/2012,20120109,113.07,111.66,0.0025
10/01/2012,20120110,112.78,112.14,0.0102
11/01/2012,20120111,113.37,111.27,0.0102
12/01/2012,20120112,112.96,110.17,0.0203
13/01/2012,20120113,113.34,109.71,0.0178
16/01/2012,20120116,110.87,109.71,0.0178
17/01/2012,20120117,111.29,111.09,0.0153
18/01/2012,20120118,111.94,110.27,0.0127
19/01/2012,20120119,111.3,111.02,0.0305
20/01/2012,20120120,111.4,109.4,0.0203
23/01/2012,20120123,110.65,110.09,0.0254
24/01/2012,20120124,110.6,109.87,0.0127
25/01/2012,20120125,110.13,109.67,0.0229
26/01/2012,20120126,109.85,110.3,0.0381
27/01/2012,20120127,111.15,110.7,0.0432
30/01/2012,20120130,111.33,110.1,0.0432
31/01/2012,20120131,111.03,110.25,0.0458
01/02/2012,20120201,111.69,110.73,0.0534
02/02/2012,20120202,112,111.16,0.0686
03/02/2012,20120203,111.85,113.68,0.0483
06/02/2012,20120206,113.24,115.12,0.0407
07/02/2012,20120207,114.87,115.19,0.0381
08/02/2012,20120208,116.34,115.86,0.061
09/02/2012,20120209,116.67,117.23,0.0559
10/02/2012,20120210,118.17,115.93,0.0483
13/02/2012,20120213,117.22,116.52,0.0483
14/02/2012,20120214,118.28,116.22,0.0585
15/02/2012,20120215,118.03,117.57,0.089
16/02/2012,20120216,118.9,118.56,0.0432
17/02/2012,20120217,119.62,118.13,0.0254
20/02/2012,20120220,119.83,118.13,0.0356
21/02/2012,20120221,120.52,120.29,0.0229
22/02/2012,20120222,120.51,120.98,0.0203
23/02/2012,20120223,122.29,121.83,0.0661
24/02/2012,20120224,123.86,123.8,0.0661
27/02/2012,20120227,124.23,122.66,0.0686
28/02/2012,20120228,124.26,120.08,0.0559
29/02/2012,20120229,123.16,120.85,0.0788
01/03/2012,20120301,122.51,124.09,0.0661
02/03/2012,20120302,124.3,121.9,0.0559
05/03/2012,20120305,124.67,122.32,0.0635
06/03/2012,20120306,123.93,120.92,0.0559
07/03/2012,20120307,122.65,123.06,0.0559
08/03/2012,20120308,123.19,124.47,0.0585
09/03/2012,20120309,125.67,124.84,0.0458
12/03/2012,20120312,125.58,124.26,0.0483
13/03/2012,20120313,125.17,125.21,0.0508
14/03/2012,20120314,126.14,124.15,0.0813
15/03/2012,20120315,125.96,122.22,0.0737
16/03/2012,20120316,123.58,125.28,0.0661
19/03/2012,20120319,124.22,125.24,0.0661
20/03/2012,20120320,125.63,123.72,0.0763
21/03/2012,20120321,124.18,123.68,0.0839
22/03/2012,20120322,124.42,122.58,0.061
23/03/2012,20120323,123.26,124.39,0.061
26/03/2012,20120326,124.83,124.98,0.0534
27/03/2012,20120327,125.5,124.77,0.0534
28/03/2012,20120328,125.66,123.46,0.0508
29/03/2012,20120329,124.37,121.63,0.0178
30/03/2012,20120330,123.67,122.08,0.0356
02/04/2012,20120402,123.28,124.77,0.0534
03/04/2012,20120403,123.43,124.38,0.0534
04/04/2012,20120404,125.24,121.86,0.0712
05/04/2012,20120405,123.76,122.83,0.061
06/04/2012,20120406,123.76,122.83,0.061
09/04/2012,20120409,122.95,122.13,0.0585
10/04/2012,20120410,122.2,119.5,0.0686
11/04/2012,20120411,121.33,119.87,0.0763
12/04/2012,20120412,120.06,121.52,0.0763
13/04/2012,20120413,120.56,121.21,0.0635
16/04/2012,20120416,121.77,118.68,0.061
17/04/2012,20120417,119.58,118.68,0.0559
18/04/2012,20120418,118.91,117.97,0.0534
19/04/2012,20120419,117.76,118,0.0407
20/04/2012,20120420,118.69,118.76,0.0356
23/04/2012,20120423,118.96,118.71,0.0407
24/04/2012,20120424,117.99,118.16,0.0559
25/04/2012,20120425,118.49,119.12,0.0737
26/04/2012,20120426,118.71,119.92,0.0763
27/04/2012,20120427,119.71,119.83,0.0712
30/04/2012,20120430,119.76,119.47,0.061
01/05/2012,20120501,119.37,119.66,0.0483
02/05/2012,20120502,119.54,118.2,0.0559
03/05/2012,20120503,118.88,116.08,0.0534
04/05/2012,20120504,117.32,113.18,0.0508
07/05/2012,20120507,114.06,113.16,0.061
08/05/2012,20120508,112.9,112.73,0.061
09/05/2012,20120509,112.28,113.2,0.061
10/05/2012,20120510,112.41,112.73,0.0788
11/05/2012,20120511,113.06,112.26,0.0686
14/05/2012,20120514,112.18,111.57,0.0686
15/05/2012,20120515,111.02,112.24,0.0686
16/05/2012,20120516,112.14,107.35,0.0788
17/05/2012,20120517,111.54,105.35,0.0763
18/05/2012,20120518,109.09,104.66,0.0635
21/05/2012,20120521,107.42,106.09,0.0559
22/05/2012,20120522,108.28,105.82,0.0483
23/05/2012,20120523,108.92,103.45,0.0686
24/05/2012,20120524,106.87,104.16,0.0737
25/05/2012,20120525,106.59,104.81,0.0635
28/05/2012,20120528,107.17,104.81,0.0635
29/05/2012,20120529,107.74,104.76,0.061
30/05/2012,20120530,107.45,101.79,0.033
31/05/2012,20120531,104.55,100.33,0.0254
01/06/2012,20120601,103.17,97.03,0.0305
04/06/2012,20120604,99.43,97.26,0.0356
05/06/2012,20120605,97.67,97.21,0.0534
06/06/2012,20120606,98.62,98.93,0.0407
07/06/2012,20120607,100.59,98.53,0.0407
08/06/2012,20120608,100.88,98.42,0.0356
11/06/2012,20120611,98.27,97.15,0.0356
12/06/2012,20120612,99.59,96.86,0.0559
13/06/2012,20120613,97.49,96.36,0.0712
14/06/2012,20120614,97.46,96.91,0.0737
15/06/2012,20120615,96.91,97.23,0.0534
18/06/2012,20120618,97.73,95.94,0.0432
19/06/2012,20120619,96.54,95.96,0.0305
20/06/2012,20120620,96.04,93.59,0.0432
21/06/2012,20120621,94.79,90.44,0.0432
22/06/2012,20120622,91.35,91.78,0.0381
25/06/2012,20120625,90.45,91.73,0.0458
26/06/2012,20120626,90.34,93.16,0.0458
27/06/2012,20120627,91.99,93.33,0.0585
28/06/2012,20120628,93.1,91.39,0.0229
29/06/2012,20120629,93.1,97.79,0.0432
02/07/2012,20120702,95.28,96.6,0.0432
03/07/2012,20120703,96.54,99.94,0.0458
04/07/2012,20120704,100.16,99.94,0.0458
05/07/2012,20120705,99.96,99.72,0.0686
06/07/2012,20120706,101.35,97.3,0.0585
09/07/2012,20120709,98.86,98.92,0.0585
10/07/2012,20120710,99.19,97.04,0.0585
11/07/2012,20120711,99.13,98.91,0.0635
12/07/2012,20120712,99.44,99.33,0.0786
13/07/2012,20120713,99.78,100.31,0.0659
16/07/2012,20120716,102.14,102.28,0.0228
17/07/2012,20120717,103.6,102.82,0.0406
18/07/2012,20120718,104.33,103.83,0.0583
19/07/2012,20120719,104.71,106.22,0.0532
20/07/2012,20120720,107.26,105.49,0.0608
23/07/2012,20120723,106.87,101.74,0.0507
24/07/2012,20120724,103.65,101.78,0.0659
25/07/2012,20120725,103.76,102.74,0.071
26/07/2012,20120726,103.76,103.28,0.0735
27/07/2012,20120727,105.21,104.47,0.0684
30/07/2012,20120730,106.23,104.27,0.0406
31/07/2012,20120731,106.34,102.97,0.0456
01/08/2012,20120801,105.92,103.58,0.0583
02/08/2012,20120802,106.01,103.02,0.033
03/08/2012,20120803,106.41,106.16,0.0153
06/08/2012,20120806,108.04,107.04,0.0254
07/08/2012,20120807,108.98,108.99,0.0559
08/08/2012,20120808,111.2,109.31,0.0915
09/08/2012,20120809,112.24,110.48,0.0989
10/08/2012,20120810,112.89,109.81,0.0913
13/08/2012,20120813,112.47,110.52,0.0913
14/08/2012,20120814,114.38,110.86,0.0938
15/08/2012,20120815,114.04,112.76,0.1039
16/08/2012,20120816,114.79,113.92,0.0887
17/08/2012,20120817,116.96,112.53,0.0862
20/08/2012,20120820,114.08,112.54,0.0913
21/08/2012,20120821,114.3,113.57,0.0887
22/08/2012,20120822,114.93,113.91,0.0989
23/08/2012,20120823,114.52,113.68,0.0989
24/08/2012,20120824,116.04,112.51,0.0938
27/08/2012,20120827,114.69,111.26,0.1039
28/08/2012,20120828,113.42,111.81,0.0989
29/08/2012,20120829,112.73,111.66,0.1191
30/08/2012,20120830,112.44,111.8,0.1093
31/08/2012,20120831,113.11,113.6,0.0839
03/09/2012,20120903,114.02,113.6,0.0839
04/09/2012,20120904,115.12,113.13,0.0991
05/09/2012,20120905,115.58,112.28,0.1042
06/09/2012,20120906,113.71,112.67,0.0963
07/09/2012,20120907,114.14,113.26,0.0887
10/09/2012,20120910,113.99,113.84,0.0887
11/09/2012,20120911,114.72,114.27,0.0913
12/09/2012,20120912,115.07,114.88,0.0938
13/09/2012,20120913,116.19,115.41,0.0913
14/09/2012,20120914,116.85,116.19,0.0735
17/09/2012,20120917,117.26,113.25,0.0456
18/09/2012,20120918,116.02,111.46,0.0406
19/09/2012,20120919,113.33,107.56,0.0786
20/09/2012,20120920,110.11,109.23,0.071
21/09/2012,20120921,108.73,110.62,0.0355
24/09/2012,20120924,110.96,109.16,0.0127
25/09/2012,20120925,109.93,109.67,0.0101
26/09/2012,20120926,110.83,109.23,0.0507
27/09/2012,20120927,109.65,111.19,0.0432
28/09/2012,20120928,111.53,111.58,0.0559
01/10/2012,20121001,112.6,111.36,0.0483
02/10/2012,20121002,112.3,110.83,0.0763
03/10/2012,20121003,112.11,107.43,0.0864
04/10/2012,20121004,109.72,111.7,0.1014
05/10/2012,20121005,110.2,111.18,0.1039
08/10/2012,20121008,112.09,110.92,0.1039
09/10/2012,20121009,111.79,113.41,0.1039
10/10/2012,20121010,113.35,113.18,0.1039
11/10/2012,20121011,114.64,114.68,0.1242
12/10/2012,20121012,115.53,113.61,0.1191
15/10/2012,20121015,114.87,114.4,0.0938
16/10/2012,20121016,114.96,114,0.0989
17/10/2012,20121017,115.01,113.22,0.1267
18/10/2012,20121018,113.68,112.42,0.1141
19/10/2012,20121019,112.71,110.14,0.1039
22/10/2012,20121022,112.25,109.44,0.0938
23/10/2012,20121023,110.36,108.25,0.0862
24/10/2012,20121024,108.59,107.85,0.1293
25/10/2012,20121025,108.36,108.49,0.1296
26/10/2012,20121026,108.7,109.55,0.1169
29/10/2012,20121029,108.63,109.44,0.1144
30/10/2012,20121030,109.55,109.08,0.089
31/10/2012,20121031,109.4,108.7,0.112
01/11/2012,20121101,109.3,108.17,0.0583
02/11/2012,20121102,108.38,105.68,0.0634
05/11/2012,20121105,107.21,107.73,0.0862
06/11/2012,20121106,106.12,111.07,0.076
07/11/2012,20121107,109.32,106.82,0.1166
08/11/2012,20121108,108.97,107.25,0.1293
09/11/2012,20121109,107.38,109.4,0.1191
12/11/2012,20121112,107.86,109.07,0.122
13/11/2012,20121113,109.52,108.26,0.133
14/11/2012,20121114,108.2,109.61,0.127
15/11/2012,20121115,109.14,105.6,0.125
16/11/2012,20121116,110.84,106.27,0.117
19/11/2012,20121119,108.51,108.74,0.093
20/11/2012,20121120,110.83,107,0.114
21/11/2012,20121121,110.94,107.98,0.161
22/11/2012,20121122,110.97,107.98,0.161
23/11/2012,20121123,110.62,108.48,0.154
26/11/2012,20121126,110.87,108.06,0.155
27/11/2012,20121127,110.95,107.23,0.155
28/11/2012,20121128,110.54,106.74,0.171
29/11/2012,20121129,109.29,107.85,0.15
30/11/2012,20121130,110.84,108.22,0.109
03/12/2012,20121203,110.96,108.04,0.124
04/12/2012,20121204,111.56,106.98,0.122
05/12/2012,20121205,110.03,106.06,0.063
06/12/2012,20121206,109.79,104.38,0.067
07/12/2012,20121207,107.99,104.17,0.053
10/12/2012,20121210,107.25,103.84,0.048
11/12/2012,20121211,107.89,104.26,0.027
12/12/2012,20121212,108.05,105.49,0.03
13/12/2012,20121213,109.44,103.97,0.018
14/12/2012,20121214,108.9,105.57,0.008
17/12/2012,20121217,109.13,104.95,0.003
18/12/2012,20121218,108.03,106.06,0.008
19/12/2012,20121219,108.63,107.62,0.023
20/12/2012,20121220,110.01,107.59,0.01
21/12/2012,20121221,110.26,106.53,0.01
24/12/2012,20121224,109.31,106.27,0.01
25/12/2012,20121225,109.31,106.27,0.01
26/12/2012,20121226,108.62,108.31,0.013
27/12/2012,20121227,109.55,108.06,0.013
28/12/2012,20121228,109.73,107.65,0.003
31/12/2012,20121231,110.62,107.94,0.018
01/01/2013,20130101,110.62,107.94,0.018
02/01/2013,20130102,110.44,108.97,0.048
03/01/2013,20130103,112.36,108.68,0.056
04/01/2013,20130104,112.16,108,0.053
07/01/2013,20130107,111.17,108.39,0.041
08/01/2013,20130108,111.16,109.11,0.033
09/01/2013,20130109,111.6,109,0.041
10/01/2013,20130110,111.51,109.24,0.043
11/01/2013,20130111,112.72,108.03,0.043
14/01/2013,20130114,110.67,109.02,0.053
15/01/2013,20130115,111.36,107.73,0.046
16/01/2013,20130116,111.58,107.72,0.068
17/01/2013,20130117,110.61,109.05,0.043
18/01/2013,20130118,110.62,109.54,0.028
21/01/2013,20130121,111.22,109.54,0.043
22/01/2013,20130122,111.84,109.88,0.023
23/01/2013,20130123,112.3,110.05,0.03
24/01/2013,20130124,112.72,110.68,0.058
25/01/2013,20130125,113.11,110.48,0.056
28/01/2013,20130128,113.57,110.75,0.025
29/01/2013,20130129,113.39,111.64,0.02
30/01/2013,20130130,113.91,112.34,0.041
31/01/2013,20130131,114.93,112.94,0.03
01/02/2013,20130201,115.08,114.22,0.025
04/02/2013,20130204,116.36,113.13,0.028
05/02/2013,20130205,116.04,113.93,0.038
06/02/2013,20130206,116.67,114.24,0.053
07/02/2013,20130207,116.44,114.64,0.023
08/02/2013,20130208,117.51,116.09,0.038
11/02/2013,20130211,118.6,115.59,0.048
12/02/2013,20130212,118.29,116.17,0.053
13/02/2013,20130213,118.49,116.21,0.089
14/02/2013,20130214,118.58,116.35,0.099
15/02/2013,20130215,117.89,115.96,0.084
18/02/2013,20130218,117.44,115.96,0.099
19/02/2013,20130219,117.71,115.8,0.079
20/02/2013,20130220,117.35,113.97,0.094
21/02/2013,20130221,116.73,111.94,0.109
22/02/2013,20130222,114.17,112.43,0.106
25/02/2013,20130225,114.24,112.7,0.084
26/02/2013,20130226,115.11,111.07,0.084
27/02/2013,20130227,113.38,110.16,0.104
28/02/2013,20130228,112.72,109.55,0.063
01/03/2013,20130301,112.08,108.51,0.063
04/03/2013,20130304,110.39,108.13,0.051
05/03/2013,20130305,110.37,109.77,0.066
06/03/2013,20130306,110.95,109.22,0.091
07/03/2013,20130307,111.22,109.56,0.094
08/03/2013,20130308,111.04,109.58,0.084
11/03/2013,20130311,110.31,109.11,0.084
12/03/2013,20130312,110.13,108.72,0.084
13/03/2013,20130313,110.14,107.8,0.089
14/03/2013,20130314,109.28,108.41,0.076
15/03/2013,20130315,109.38,109.26,0.068
18/03/2013,20130318,109.99,109.03,0.068
19/03/2013,20130319,109,106.97,0.061
20/03/2013,20130320,108.61,108.21,0.076
21/03/2013,20130321,108.4,107.04,0.074
22/03/2013,20130322,108.07,107.25,0.068
25/03/2013,20130325,107.66,107.83,0.056
26/03/2013,20130326,108.2,109.09,0.056
27/03/2013,20130327,108.53,109.43,0.058
28/03/2013,20130328,109.51,109.79,0.03
29/03/2013,20130329,109.51,109.79,0.03
01/04/2013,20130401,109.58,110.81,0.056
02/04/2013,20130402,110.16,110.53,0.056
03/04/2013,20130403,111,106.95,0.056
04/04/2013,20130404,109.19,106.15,0.061
05/04/2013,20130405,106.7,104.15,0.041
08/04/2013,20130408,105.3,104.77,0.043
09/04/2013,20130409,104.88,106.15,0.048
10/04/2013,20130410,105.25,105.78,0.063
11/04/2013,20130411,105.9,104.38,0.056
12/04/2013,20130412,105.18,103.04,0.043
15/04/2013,20130415,102.61,100.63,0.036
16/04/2013,20130416,100.36,99.91,0.038
17/04/2013,20130417,99.81,97.69,0.043
18/04/2013,20130418,98.9,99.13,0.028
19/04/2013,20130419,98.95,99.65,0.036
22/04/2013,20130422,99.67,100.39,0.03
23/04/2013,20130423,100.87,100.31,0.036
24/04/2013,20130424,99.84,101.73,0.046
25/04/2013,20130425,101.26,103.41,0.036
26/04/2013,20130426,102.32,103.16,0.033
29/04/2013,20130429,103.07,103.81,0.018
30/04/2013,20130430,103.47,102.37,0.03
01/05/2013,20130501,103.22,99.95,0.025
02/05/2013,20130502,100.43,102.85,0.018
03/05/2013,20130503,101.15,104.19,0.01
06/05/2013,20130506,103.93,105.46,0.003
07/05/2013,20130507,104.83,104.4,0.008
08/05/2013,20130508,105.22,104.34,0.008
09/05/2013,20130509,104.16,104.47,0.013
10/05/2013,20130510,104.07,103.91,0.013
13/05/2013,20130513,103.27,102.82,0.013
14/05/2013,20130514,102.97,102.6,0.008
15/05/2013,20130515,102.56,103.68,0.008
16/05/2013,20130516,102.42,102.29,0.003
17/05/2013,20130517,103.72,103.06,0.003
20/05/2013,20130520,104.49,103.37,0.003
21/05/2013,20130521,104.58,102.62,0.003
22/05/2013,20130522,104.19,101.27,0.028
23/05/2013,20130523,103.17,101.02,0.02
24/05/2013,20130524,101.71,101.08,0.018
27/05/2013,20130527,102.27,101.08,0.02
28/05/2013,20130528,102.53,102.51,0.01
29/05/2013,20130529,104.23,100.84,0.015
30/05/2013,20130530,103.56,100.72,0.015
31/05/2013,20130531,101.93,99.02,0.018
03/06/2013,20130603,101.28,100.44,0.018
04/06/2013,20130604,101.69,101.22,0.03
05/06/2013,20130605,102.25,101.15,0.041
06/06/2013,20130606,103.62,101.83,0.038
07/06/2013,20130607,103.4,102.81,0.036
10/06/2013,20130610,104.02,102.6,0.038
11/06/2013,20130611,104.33,101.63,0.038
12/06/2013,20130612,102.63,102.27,0.038
13/06/2013,20130613,103.44,103.51,0.038
14/06/2013,20130614,104.29,104.41,0.036
17/06/2013,20130617,105.87,104.07,0.036
18/06/2013,20130618,106.11,104.66,0.025
19/06/2013,20130619,105.77,104.7,0.028
20/06/2013,20130620,106.32,100.75,0.015
21/06/2013,20130621,103.52,99.42,0.013
24/06/2013,20130624,101.86,99.76,0.005
25/06/2013,20130625,100.61,99.83,0.005
26/06/2013,20130626,101.71,100.22,0.013
27/06/2013,20130627,101.44,101.23,0.013
28/06/2013,20130628,102.57,100.46,0.008
01/07/2013,20130701,102.86,101.17,0.008
02/07/2013,20130702,103.06,102.14,0.008
03/07/2013,20130703,103.6,103.76,0.018
04/07/2013,20130704,105.44,103.76,0.018
05/07/2013,20130705,105.38,105.02,0.028
08/07/2013,20130708,106.8,104.93,0.023
09/07/2013,20130709,107.28,105.34,0.018
10/07/2013,20130710,107.47,105.77,0.023
11/07/2013,20130711,108.39,105.37,0.018
12/07/2013,20130712,108.14,106.16,0.02
15/07/2013,20130715,108.35,106.13,0.015
16/07/2013,20130716,108.72,106.17,0.01
17/07/2013,20130717,109.36,106.71,0.013
18/07/2013,20130718,108.47,106.74,0.005
19/07/2013,20130719,108.55,105.87,0.005
22/07/2013,20130722,108.74,105.76,0.005
23/07/2013,20130723,108.35,106.13,0.008
24/07/2013,20130724,108.3,105.21,0.018
25/07/2013,20130725,107.68,105.61,0.013
26/07/2013,20130726,107.26,105.06,0.015
29/07/2013,20130729,107.27,105.33,0.013
30/07/2013,20130730,107.57,104.94,0.008
31/07/2013,20130731,107.25,105.75,0.023
01/08/2013,20130801,106.71,107.29,0.018
02/08/2013,20130802,109.17,106.81,0.008
05/08/2013,20130805,109.19,106.44,0.03
06/08/2013,20130806,109.81,105.67,0.036
07/08/2013,20130807,108.63,104.81,0.043
08/08/2013,20130808,107.71,104.06,0.048
09/08/2013,20130809,106.84,105.47,0.048
12/08/2013,20130812,107.49,106.44,0.048
13/08/2013,20130813,108.29,107.09,0.058
14/08/2013,20130814,109.75,107.26,0.053
15/08/2013,20130815,109.63,108.03,0.043
16/08/2013,20130816,111.17,108.46,0.036
19/08/2013,20130819,110.1,108.09,0.028
20/08/2013,20130820,110.55,108.22,0.015
21/08/2013,20130821,109.68,107.93,0.015
22/08/2013,20130822,109.85,108.03,0.005
23/08/2013,20130823,109.92,108.89,0.013
26/08/2013,20130826,110.59,108.57,0.015
27/08/2013,20130827,110.98,111.87,0.013
28/08/2013,20130828,113.24,113.76,0.03
29/08/2013,20130829,115.74,112.37,0.023
30/08/2013,20130830,115.83,110.99,0.015
02/09/2013,20130902,114.88,110.99,0.015
03/09/2013,20130903,114.29,112.23,0.02
04/09/2013,20130904,115.16,111.75,0.015
05/09/2013,20130905,115.22,112.1,0.028
06/09/2013,20130906,115.43,112.87,0.018
09/09/2013,20130909,115.98,111.09,0.015
10/09/2013,20130910,114.82,108.89,0.008
11/09/2013,20130911,111.91,109.13,0.008
12/09/2013,20130912,111.92,110.37,0.005
13/09/2013,20130913,112.41,110.36,0.008
16/09/2013,20130916,112.32,108.99,0.005
17/09/2013,20130917,109.88,107.27,-0.003
18/09/2013,20130918,109.04,109.66,0.003
19/09/2013,20130919,108.96,107.99,-0.003
20/09/2013,20130920,110.28,108.33,0.005
23/09/2013,20130923,109.32,107.37,0.003
24/09/2013,20130924,108.73,107.77,0.015
25/09/2013,20130925,108.17,107.41,0.015
26/09/2013,20130926,109.48,108.28,0.03
27/09/2013,20130927,109.03,107.7,0.018
30/09/2013,20130930,108.96,107.43,0.02
01/10/2013,20131001,108.01,107.11,0.076
02/10/2013,20131002,107.87,108.3,0.071
03/10/2013,20131003,108.52,108.07,0.129
04/10/2013,20131004,109.41,108.54,0.112
07/10/2013,20131007,109.45,108.85,0.15
08/10/2013,20131008,108.97,109.41,0.327
09/10/2013,20131009,110.33,108.27,0.264
10/10/2013,20131010,109.45,110.93,0.21
11/10/2013,20131011,110.63,110.42,0.248
14/10/2013,20131014,111.26,110.24,0.248
15/10/2013,20131015,110.71,109.42,0.337
16/10/2013,20131016,110.32,110.59,0.134
17/10/2013,20131017,110.97,109.11,0.013
18/10/2013,20131018,109.78,109.94,0.008
21/10/2013,20131021,109.84,109.64,0.015
22/10/2013,20131022,109.85,109.97,0.013
23/10/2013,20131023,110.19,107.8,0.018
24/10/2013,20131024,108.96,106.99,0.015
25/10/2013,20131025,107.59,106.93,0.02
28/10/2013,20131028,106.87,109.61,0.02
29/10/2013,20131029,108.48,109.01,0.03
30/10/2013,20131030,109.02,109.86,0.043
31/10/2013,20131031,109.46,108.84,0.028
01/11/2013,20131101,109.2,105.91,0.025
04/11/2013,20131104,107.26,106.23,0.02
05/11/2013,20131105,105.94,105.33,0.033
06/11/2013,20131106,105.98,105.24,0.048
07/11/2013,20131107,105.89,103.46,0.048
08/11/2013,20131108,104.04,105.12,0.038
11/11/2013,20131111,104.25,106.4,0.038
12/11/2013,20131112,105.89,105.81,0.043
13/11/2013,20131113,106.51,107.12,0.046
14/11/2013,20131114,107.04,107.14,0.051
15/11/2013,20131115,108.55,107.36,0.051
18/11/2013,20131118,108.36,107.26,0.036
19/11/2013,20131119,108.33,105.87,0.03
20/11/2013,20131120,108.07,106.8,0.053
21/11/2013,20131121,107.28,108.64,0.015
22/11/2013,20131122,108.82,109.69,0.02
25/11/2013,20131125,110.72,109.65,0.033
26/11/2013,20131126,109.77,109.59,0.028
27/11/2013,20131127,111.2,110.1,0.056
28/11/2013,20131128,111.22,110.1,0.056
29/11/2013,20131129,111.1,108.76,0.046
02/12/2013,20131202,110.74,110.4,0.02
03/12/2013,20131203,110.45,111.43,0.023
04/12/2013,20131204,111.99,110.79,0.028
05/12/2013,20131205,112.3,110,0.018
06/12/2013,20131206,111.65,110.65,0.023
09/12/2013,20131209,111.52,108.76,0.02
10/12/2013,20131210,110.56,108.75,0.023
11/12/2013,20131211,109.62,109.12,0.018
12/12/2013,20131212,109.33,107.97,0.013
13/12/2013,20131213,109.2,107.81,0.008
16/12/2013,20131216,108.56,108.77,0.005
17/12/2013,20131217,110.41,107.96,0.008
18/12/2013,20131218,108.67,109,0.01
19/12/2013,20131219,108.94,109.6,0.003
20/12/2013,20131220,110.03,110.9,0.003
23/12/2013,20131223,111.13,110.88,0.005
24/12/2013,20131224,111.68,111.23,0.003
25/12/2013,20131225,111.68,111.23,0.003
26/12/2013,20131226,111.92,111.34,-0.005
27/12/2013,20131227,111.83,111.47,-0.003
30/12/2013,20131230,112.16,110.69,0.003
31/12/2013,20131231,111.59,110.27,0.013
01/01/2014,20140101,111.59,110.27,0.013
02/01/2014,20140102,110.93,107.4,0.005
03/01/2014,20140103,109.44,106.24,0.01
06/01/2014,20140106,107.66,106.17,0.005
07/01/2014,20140107,107.4,106.72,0.003
08/01/2014,20140108,107.27,106.41,0.003
09/01/2014,20140109,107.58,105.7,0.008
10/01/2014,20140110,107.53,106.28,0.008
13/01/2014,20140113,106.84,105.58,-0.005
14/01/2014,20140114,106.99,105.25,-0.008
15/01/2014,20140115,106.67,105.95,0.005
16/01/2014,20140116,106.69,105.31,-0.003
17/01/2014,20140117,107.06,105.94,-0.005
20/01/2014,20140120,106.44,105.94,-0.005
21/01/2014,20140121,106.41,106.05,-0.003
22/01/2014,20140122,107.52,107.51,0.003
23/01/2014,20140123,107.76,106.92,0.008
24/01/2014,20140124,108.04,107.19,0.043
27/01/2014,20140127,107.28,106.03,0.028
28/01/2014,20140128,107.25,106.86,0.028
29/01/2014,20140129,107.36,107.24,0.038
30/01/2014,20140130,107.68,107.3,0.03
31/01/2014,20140131,108.15,105.81,0.025
03/02/2014,20140203,107.05,105.39,0.03
04/02/2014,20140204,106.04,105.17,0.038
05/02/2014,20140205,105.94,105.66,0.096
06/02/2014,20140206,106.09,106.6,0.061
07/02/2014,20140207,107.11,108.85,0.096
10/02/2014,20140210,108.05,107.96,0.058
11/02/2014,20140211,109.31,108.18,0.038
12/02/2014,20140212,108.92,108.35,0.005
13/02/2014,20140213,109.09,108.52,0.005
14/02/2014,20140214,108.73,109.08,0.008
17/02/2014,20140217,108.54,109.08,0.008
18/02/2014,20140218,109.1,110.46,0.013
19/02/2014,20140219,109.8,110.47,0.008
20/02/2014,20140220,110.47,110.3,0.018
21/02/2014,20140221,110.16,109.85,0.018
24/02/2014,20140224,110.06,110.64,0.015
25/02/2014,20140225,110.2,109.51,0.028
26/02/2014,20140226,110.09,109.52,0.036
27/02/2014,20140227,109.55,108.96,0.038
28/02/2014,20140228,108.95,109.07,0.046
03/03/2014,20140303,108.84,111.2,0.046
04/03/2014,20140304,111.47,109.3,0.046
05/03/2014,20140305,109.55,107.76,0.051
06/03/2014,20140306,108.47,108.1,0.061
